日付,ドル円,ポンド円,オシレーター買いドル円,オシレーター中立ドル円,オシレーター売りドル円,移動平均買いドル円,移動平均中立ドル円,移動平均売りドル円,オシレーター買いポンド円,オシレーター中立ポンド円,オシレーター売りポンド円,移動平均買いポンド円,移動平均中立ポンド円,移動平均売りポンド円,S&P500指数,S&P500指数変化率,日経平均株価,日経平均株価変化率,UK100INDEX,UK100INDEX変化率,恐怖指数,恐怖指数変化率,ドル円(15分前),ポンド円(15分前),ドル円(1分後),ポンド円(1分後)
2021/01/04/ 22:11:26,102.949,140.432,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6642.5,0.0,23.02,0.0,102.916,140.561,102.954,140.417
2021/01/04/ 22:12:30,102.954,140.417,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6641.1,-0.0211,23.00,-0.0869,102.918,140.571,102.954,140.417
2021/01/04/ 22:13:35,102.954,140.417,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6641.1,0.0,23.00,0.0,102.912,140.535,102.974,140.437
2021/01/04/ 22:14:43,102.974,140.437,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6642.2,0.0166,23.08,0.3478,102.921,140.529,102.967,140.452
2021/01/04/ 22:15:49,102.967,140.452,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6642.2,0.0,23.08,0.0,102.903,140.497,102.976,140.413
2021/01/04/ 22:16:54,102.976,140.413,1,8,2,0,1,15,0,9,2,0,1,16,3756.08,0.0,27258.31,0.0,6640.5,-0.0256,23.09,0.0433,102.91,140.508,102.977,140.349
2021/01/04/ 22:17:59,102.977,140.349,1,8,2,0,1,15,3,6,2,0,1,16,3756.08,0.0,27258.31,0.0,6640.5,0.0,23.09,0.0,102.926,140.528,102.975,140.266
2021/01/04/ 22:19:07,102.975,140.266,1,8,2,0,1,15,3,5,3,0,1,16,3756.08,0.0,27258.31,0.0,6640.5,0.0,23.09,0.0,102.941,140.54,102.961,140.301
2021/01/04/ 22:20:17,102.961,140.301,1,8,2,0,1,15,1,7,3,2,1,14,3756.08,0.0,27258.31,0.0,6640.5,0.0,23.09,0.0,102.94,140.577,102.961,140.345
2021/01/04/ 22:21:26,102.961,140.345,1,8,2,0,1,15,0,8,3,2,1,14,3756.08,0.0,27258.31,0.0,6642.3,0.0271,23.12,0.1299,102.963,140.533,102.968,140.293
2021/01/04/ 22:22:34,102.968,140.293,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6642.3,0.0,23.12,0.0,102.964,140.474,102.982,140.277
2021/01/04/ 22:23:42,102.982,140.277,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6639.9,-0.0361,23.04,-0.346,102.92,140.472,102.983,140.232
2021/01/04/ 22:24:52,102.983,140.232,1,8,2,0,1,15,3,7,1,0,1,16,3756.08,0.0,27258.31,0.0,6639.9,0.0,23.04,0.0,102.955,140.462,102.983,140.253
2021/01/04/ 22:26:00,102.983,140.253,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6639.9,0.0,23.04,0.0,102.948,140.432,102.979,140.282
2021/01/04/ 22:27:10,102.979,140.282,1,8,2,0,1,15,0,9,2,3,1,13,3756.08,0.0,27258.31,0.0,6639.9,0.0,23.04,0.0,102.949,140.432,102.979,140.273
2021/01/04/ 22:28:15,102.979,140.273,1,8,2,0,1,15,0,9,2,3,1,13,3756.08,0.0,27258.31,0.0,6639.6,-0.0045,23.04,0.0,102.954,140.417,102.986,140.334
2021/01/04/ 22:29:24,102.986,140.334,1,8,2,0,1,15,2,9,0,6,1,10,3756.08,0.0,27258.31,0.0,6639.6,0.0,23.04,0.0,102.954,140.417,102.978,140.344
2021/01/04/ 22:30:28,102.978,140.344,1,8,2,0,1,15,2,8,1,8,1,8,3756.08,0.0,27258.31,0.0,6633.7,-0.0889,23.12,0.3472,102.974,140.437,102.973,140.357
2021/01/04/ 22:31:33,102.973,140.357,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0.0,27258.31,0.0,6633.7,0.0,23.12,0.0,102.967,140.452,102.985,140.378
2021/01/04/ 22:32:38,102.985,140.378,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6635.9,0.0332,23.09,-0.1298,102.976,140.413,102.993,140.352
2021/01/04/ 22:33:42,102.993,140.352,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0.0,27258.31,0.0,6635.9,0.0,23.09,0.0,102.977,140.349,102.975,140.380
2021/01/04/ 22:34:47,102.975,140.380,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6634.8,-0.0166,23.09,0.0,102.975,140.266,102.970,140.378
2021/01/04/ 22:35:53,102.970,140.378,1,8,2,0,1,15,2,8,1,9,1,7,3756.08,0.0,27258.31,0.0,6634.8,0.0,23.09,0.0,102.961,140.301,102.942,140.375
2021/01/04/ 22:36:59,102.942,140.375,1,8,2,0,1,15,2,7,2,9,1,7,3756.08,0.0,27258.31,0.0,6633.8,-0.0151,23.08,-0.0433,102.961,140.345,102.951,140.346
2021/01/04/ 22:38:05,102.951,140.346,1,8,2,0,1,15,2,8,1,1,1,15,3756.08,0.0,27258.31,0.0,6633.8,0.0,23.08,0.0,102.968,140.293,102.961,140.310
2021/01/04/ 22:39:09,102.961,140.310,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0.0,27258.31,0.0,6633.8,0.0,23.08,0.0,102.982,140.277,102.960,140.314
2021/01/04/ 22:40:15,102.960,140.314,1,8,2,0,1,15,2,7,2,2,1,14,3756.08,0.0,27258.31,0.0,6633.8,0.0,23.08,0.0,102.983,140.232,102.971,140.338
2021/01/04/ 22:41:20,102.971,140.338,1,8,2,0,1,15,2,8,1,2,0,15,3756.08,0.0,27258.31,0.0,6635.6,0.0271,23.09,0.0433,102.983,140.253,102.967,140.308
2021/01/04/ 22:42:27,102.967,140.308,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27258.31,0.0,6635.6,0.0,23.09,0.0,102.979,140.282,102.970,140.323
2021/01/04/ 22:43:32,102.970,140.323,1,8,2,0,1,15,1,9,1,1,1,15,3756.08,0.0,27258.31,0.0,6635.2,-0.006,23.26,0.7362,102.979,140.273,102.961,140.337
2021/01/04/ 22:44:37,102.961,140.337,1,8,2,0,1,15,1,9,1,7,1,9,3756.08,0.0,27258.31,0.0,6635.2,0.0,23.26,0.0,102.986,140.334,102.960,140.365
2021/01/04/ 22:45:42,102.960,140.365,1,8,2,0,1,15,2,9,0,8,1,8,3756.08,0.0,27258.31,0.0,6638.0,0.0422,23.20,-0.258,102.978,140.344,102.950,140.353
2021/01/04/ 22:46:47,102.950,140.353,1,8,2,0,1,15,1,8,2,8,1,8,3756.08,0.0,27258.31,0.0,6638.0,0.0,23.20,0.0,102.973,140.357,102.949,140.353
2021/01/04/ 22:47:51,102.949,140.353,1,8,2,0,1,15,2,8,1,1,1,15,3756.08,0.0,27258.31,0.0,6636.1,-0.0286,23.16,-0.1724,102.985,140.378,102.943,140.377
2021/01/04/ 22:48:57,102.943,140.377,1,8,2,0,1,15,2,7,2,10,1,6,3756.08,0.0,27258.31,0.0,6636.1,0.0,23.16,0.0,102.993,140.352,102.965,140.357
2021/01/04/ 22:50:02,102.965,140.357,1,8,2,0,1,15,3,7,1,9,1,7,3756.08,0.0,27258.31,0.0,6636.6,0.0075,22.92,-1.0363,102.975,140.38,102.977,140.356
2021/01/04/ 22:51:07,102.977,140.356,1,8,2,0,1,15,2,7,2,10,1,6,3756.08,0.0,27258.31,0.0,6636.6,0.0,22.92,0.0,
