日付,ドル円,ポンド円,オシレーター買いドル円,オシレーター中立ドル円,オシレーター売りドル円,移動平均買いドル円,移動平均中立ドル円,移動平均売りドル円,オシレーター買いポンド円,オシレーター中立ポンド円,オシレーター売りポンド円,移動平均買いポンド円,移動平均中立ポンド円,移動平均売りポンド円,S&P500指数,S&P500指数変化率,日経平均株価,日経平均株価変化率,UK100INDEX,UK100INDEX変化率,恐怖指数,恐怖指数変化率,ドル円(15分前),ポンド円(15分前),ドル円(1分後),ポンド円(1分後)
2021/01/04/ 14:40:05,103.021,140.904,1,8,2,1,1,14,3,8,0,10,1,6,3756.08,0.0,27213.15,0.0,6460.5,0.0,22.75,0.0,103.03,140.859,103.023,140.918
2021/01/04/ 14:41:09,103.023,140.918,1,8,2,1,1,14,2,7,2,1,1,15,3756.08,0.0,27213.27,0.0004,6460.5,0.0,22.75,0.0,103.042,140.879,103.020,140.913
2021/01/04/ 14:42:16,103.020,140.913,1,8,2,1,1,14,4,7,0,11,1,5,3756.08,0.0,27213.27,0.0,6460.5,0.0,22.75,0.0,103.034,140.874,103.023,140.903
2021/01/04/ 14:43:21,103.023,140.903,1,8,2,1,1,14,1,9,1,7,1,9,3756.08,0.0,27242.83,0.1086,6460.5,0.0,22.75,0.0,103.052,140.89,103.022,140.898
2021/01/04/ 14:44:28,103.022,140.898,1,8,2,1,1,14,2,8,1,5,1,11,3756.08,0.0,27242.83,0.0,6460.5,0.0,22.75,0.0,103.042,140.869,103.020,140.900
2021/01/04/ 14:45:33,103.020,140.900,1,8,2,1,1,14,1,9,1,1,1,15,3756.08,0.0,27248.48,0.0207,6460.5,0.0,22.75,0.0,103.038,140.869,103.026,140.870
2021/01/04/ 14:46:40,103.026,140.870,1,8,2,1,1,14,1,9,1,1,1,15,3756.08,0.0,27248.48,0.0,6460.5,0.0,22.75,0.0,103.043,140.892,103.023,140.894
2021/01/04/ 14:47:46,103.023,140.894,1,8,2,1,1,14,0,9,2,10,1,6,3756.08,0.0,27244.08,-0.0161,6460.5,0.0,22.75,0.0,103.042,140.882,103.035,140.905
2021/01/04/ 14:48:51,103.035,140.905,1,8,2,1,1,14,1,8,2,9,1,7,3756.08,0.0,27244.08,0.0,6460.5,0.0,22.75,0.0,103.035,140.884,103.035,140.906
2021/01/04/ 14:49:56,103.035,140.906,1,8,2,1,1,14,1,8,2,12,1,4,3756.08,0.0,27237.26,-0.025,6460.5,0.0,22.75,0.0,103.023,140.89,103.029,140.906
2021/01/04/ 14:51:01,103.029,140.906,1,8,2,1,1,14,3,7,1,11,1,5,3756.08,0.0,27237.26,0.0,6460.5,0.0,22.75,0.0,103.031,140.91,103.020,140.902
2021/01/04/ 14:52:05,103.020,140.902,1,8,2,1,1,14,2,8,1,10,1,6,3756.08,0.0,27250.45,0.0484,6460.5,0.0,22.75,0.0,103.023,140.909,103.015,140.870
2021/01/04/ 14:53:10,103.015,140.870,1,8,2,1,1,14,0,8,3,0,1,16,3756.08,0.0,27250.45,0.0,6460.5,0.0,22.75,0.0,103.021,140.914,103.007,140.897
2021/01/04/ 14:54:14,103.007,140.897,1,8,2,1,1,14,2,8,1,2,1,14,3756.08,0.0,27245.21,-0.0192,6460.5,0.0,22.75,0.0,103.023,140.922,103.019,140.904
2021/01/04/ 14:55:21,103.019,140.904,1,8,2,1,1,14,2,9,0,12,1,4,3756.08,0.0,27245.21,0.0,6460.5,0.0,22.75,0.0,103.021,140.904,103.010,140.914
2021/01/04/ 14:56:25,103.010,140.914,1,8,2,1,1,14,3,7,1,14,1,2,3756.08,0.0,27245.21,0.0,6460.5,0.0,22.75,0.0,103.023,140.918,103.011,140.919
2021/01/04/ 14:57:31,103.011,140.919,1,8,2,1,1,14,4,5,2,14,1,2,3756.08,0.0,27245.21,0.0,6460.5,0.0,22.75,0.0,103.02,140.913,103.001,140.936
2021/01/04/ 14:58:35,103.001,140.936,1,8,2,1,1,14,3,6,2,14,1,2,3756.08,0.0,27253.78,0.0315,6460.5,0.0,22.75,0.0,103.023,140.903,103.005,140.956
2021/01/04/ 14:59:41,103.005,140.956,1,8,2,1,1,14,4,4,3,14,1,2,3756.08,0.0,27253.78,0.0,6460.5,0.0,22.75,0.0,103.022,140.898,103.006,140.942
2021/01/04/ 15:00:45,103.006,140.942,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27253.78,0.0,6460.5,0.0,22.75,0.0,103.02,140.9,102.993,140.969
2021/01/04/ 15:01:52,102.993,140.969,1,8,2,1,1,14,3,6,2,16,1,0,3756.08,0.0,27253.78,0.0,6460.5,0.0,22.75,0.0,103.026,140.87,103.015,140.941
2021/01/04/ 15:02:57,103.015,140.941,1,8,2,1,1,14,2,8,1,15,1,1,3756.08,0.0,27258.38,0.0169,6460.5,0.0,22.75,0.0,103.023,140.894,103.012,140.965
2021/01/04/ 15:04:04,103.012,140.965,1,8,2,1,1,14,3,6,2,16,1,0,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.035,140.905,103.029,140.974
2021/01/04/ 15:05:09,103.029,140.974,1,8,2,1,1,14,3,7,1,15,1,1,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.035,140.906,103.053,141.005
2021/01/04/ 15:06:14,103.053,141.005,1,8,2,1,1,14,3,5,3,15,1,1,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.029,140.906,103.043,140.996
2021/01/04/ 15:07:18,103.043,140.996,1,8,2,1,1,14,3,7,1,13,1,3,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.02,140.902,103.030,140.970
2021/01/04/ 15:08:23,103.030,140.970,1,8,2,1,1,14,2,9,0,13,1,3,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.015,140.87,103.030,140.984
2021/01/04/ 15:09:28,103.030,140.984,1,8,2,1,1,14,2,8,1,13,1,3,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.007,140.897,103.030,140.972
2021/01/04/ 15:10:33,103.030,140.972,1,8,2,1,1,14,2,9,0,14,1,2,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.019,140.904,103.024,140.970
2021/01/04/ 15:11:38,103.024,140.970,1,8,2,1,1,14,2,8,1,13,1,3,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.01,140.914,103.030,140.947
2021/01/04/ 15:12:43,103.030,140.947,1,8,2,1,1,14,1,9,1,7,1,9,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.011,140.919,103.028,140.922
2021/01/04/ 15:13:48,103.028,140.922,1,8,2,1,1,14,1,8,2,0,1,16,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.001,140.936,103.037,140.929
2021/01/04/ 15:14:54,103.037,140.929,1,8,2,1,1,14,1,9,1,2,1,14,3756.08,0.0,27258.38,0.0,6460.5,0.0,22.75,0.0,103.005,140.956,103.043,140.923
2021/01/04/ 15:15:59,103.043,140.923,1,8,2,1,1,14,2,8,1,5,1,11,3756.08,0.0,27258.31,-0.0003,6460.5,0.0,22.75,0.0,103.006,140.942,103.041,140.921
2021/01/04/ 15:17:04,103.041,140.921,1,8,2,1,1,14,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.993,140.969,103.043,140.926
2021/01/04/ 15:18:08,103.043,140.926,1,8,2,1,1,14,2,7,2,2,1,14,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.015,140.941,103.037,140.907
2021/01/04/ 15:19:13,103.037,140.907,1,8,2,1,1,14,0,8,3,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.012,140.965,103.036,140.929
103.012,140.965,103.043,140.929
2021/01/04/ 15:20:24,103.043,140.929,1,8,2,1,1,14,2,7,2,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.029,140.974,103.032,140.900
2021/01/04/ 15:21:29,103.032,140.900,1,8,2,1,1,14,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.053,141.005,103.023,140.895
2021/01/04/ 15:22:33,103.023,140.895,1,8,2,1,1,14,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.043,140.996,103.040,140.913
2021/01/04/ 15:23:38,103.040,140.913,1,8,2,1,1,14,0,8,3,3,1,13,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.03,140.97,103.032,140.908
2021/01/04/ 15:24:43,103.032,140.908,1,8,2,1,1,14,0,8,3,6,1,10,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.03,140.984,103.032,140.910
2021/01/04/ 15:25:48,103.032,140.910,1,8,2,1,1,14,1,8,2,0,2,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.03,140.972,103.033,140.888
2021/01/04/ 15:26:53,103.033,140.888,1,8,2,1,1,14,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.024,140.97,103.030,140.897
2021/01/04/ 15:27:58,103.030,140.897,1,8,2,1,1,14,0,8,3,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.03,140.947,103.020,140.882
2021/01/04/ 15:29:02,103.020,140.882,1,8,2,1,1,14,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.028,140.922,103.023,140.894
2021/01/04/ 15:30:07,103.023,140.894,1,8,2,1,1,14,1,7,3,3,1,13,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.037,140.929,103.026,140.893
2021/01/04/ 15:31:12,103.026,140.893,1,8,2,1,1,14,0,8,3,5,1,11,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.043,140.923,103.013,140.908
2021/01/04/ 15:32:17,103.013,140.908,1,8,2,1,1,14,0,8,3,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.041,140.921,103.016,140.900
2021/01/04/ 15:33:21,103.016,140.900,1,8,2,1,1,14,1,8,2,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.043,140.926,103.015,140.912
2021/01/04/ 15:34:26,103.015,140.912,1,8,2,1,1,14,2,9,0,9,1,7,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.037,140.907,103.007,140.903
2021/01/04/ 15:35:31,103.007,140.903,1,8,2,1,1,14,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.043,140.929,103.016,140.889
2021/01/04/ 15:36:36,103.016,140.889,1,8,2,1,1,14,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.032,140.9,103.015,140.909
2021/01/04/ 15:37:42,103.015,140.909,1,8,2,1,1,14,1,10,0,9,1,7,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.023,140.895,103.014,140.924
2021/01/04/ 15:38:48,103.014,140.924,1,8,2,1,1,14,1,9,1,12,1,4,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.04,140.913,103.010,140.932
2021/01/04/ 15:39:53,103.010,140.932,1,8,2,1,1,14,1,9,1,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.032,140.908,103.018,140.933
2021/01/04/ 15:40:59,103.018,140.933,1,8,2,1,1,14,3,6,2,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.032,140.91,103.001,140.952
2021/01/04/ 15:42:05,103.001,140.952,1,8,2,1,1,14,4,6,1,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.033,140.888,103.020,140.958
2021/01/04/ 15:43:09,103.020,140.958,1,8,2,1,1,14,3,6,2,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.03,140.897,103.017,140.945
2021/01/04/ 15:44:14,103.017,140.945,1,8,2,1,1,14,2,7,2,14,1,2,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.02,140.882,103.005,140.925
2021/01/04/ 15:45:19,103.005,140.925,1,8,2,1,1,14,3,7,1,3,1,13,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.023,140.894,103.001,140.919
2021/01/04/ 15:46:24,103.001,140.919,1,8,2,1,1,14,2,8,1,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.026,140.893,102.994,140.941
2021/01/04/ 15:47:30,102.994,140.941,1,8,2,0,1,15,3,8,0,8,1,8,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.013,140.908,103.001,140.918
2021/01/04/ 15:48:35,103.001,140.918,1,8,2,1,1,14,1,9,1,12,1,4,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.016,140.9,102.991,140.916
2021/01/04/ 15:49:40,102.991,140.916,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.015,140.912,102.983,140.904
2021/01/04/ 15:50:45,102.983,140.904,1,8,2,0,1,15,0,9,2,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.007,140.903,102.988,140.901
2021/01/04/ 15:51:50,102.988,140.901,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.016,140.889,102.991,140.914
2021/01/04/ 15:52:54,102.991,140.914,1,8,2,0,1,15,1,7,3,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.015,140.909,103.002,140.930
2021/01/04/ 15:54:00,103.002,140.930,1,8,2,1,1,14,1,8,2,12,1,4,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.014,140.924,102.994,140.927
2021/01/04/ 15:55:04,102.994,140.927,1,8,2,0,1,15,2,8,1,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.01,140.932,102.997,140.943
2021/01/04/ 15:56:09,102.997,140.943,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.018,140.933,102.983,140.943
2021/01/04/ 15:57:14,102.983,140.943,1,8,2,1,1,14,5,6,0,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.001,140.952,102.974,140.931
2021/01/04/ 15:58:18,102.974,140.931,1,8,2,0,1,15,3,7,1,10,1,6,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.02,140.958,102.986,140.928
2021/01/04/ 15:59:23,102.986,140.928,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.017,140.945,102.990,140.988
2021/01/04/ 16:00:28,102.990,140.988,1,8,2,1,1,14,3,7,1,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.005,140.925,102.982,140.986
2021/01/04/ 16:01:33,102.982,140.986,1,8,2,0,1,15,4,5,2,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.001,140.919,103.001,140.981
2021/01/04/ 16:02:38,103.001,140.981,1,8,2,1,1,14,4,6,1,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.994,140.941,103.007,140.963
102.994,140.941,103.004,140.961
2021/01/04/ 16:03:48,103.004,140.961,1,8,2,1,1,14,2,7,2,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.001,140.918,102.990,140.988
2021/01/04/ 16:04:54,102.990,140.988,1,8,2,0,1,15,3,7,1,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.991,140.916,102.998,140.971
2021/01/04/ 16:05:59,102.998,140.971,1,8,2,1,1,14,1,8,2,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.983,140.904,102.987,140.973
2021/01/04/ 16:07:04,102.987,140.973,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.988,140.901,102.978,140.969
2021/01/04/ 16:08:08,102.978,140.969,1,8,2,0,1,15,1,8,2,12,1,4,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.991,140.914,102.964,140.993
2021/01/04/ 16:09:14,102.964,140.993,1,8,2,0,1,15,3,8,0,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.002,140.93,102.960,140.967
2021/01/04/ 16:10:18,102.960,140.967,1,8,2,0,1,15,2,9,0,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.994,140.927,102.960,140.987
2021/01/04/ 16:11:23,102.960,140.987,1,8,2,0,1,15,4,7,0,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.997,140.943,102.956,140.976
2021/01/04/ 16:12:27,102.956,140.976,1,8,2,0,1,15,1,9,1,14,1,2,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.983,140.943,102.951,140.987
2021/01/04/ 16:13:33,102.951,140.987,1,8,2,0,1,15,2,8,1,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.974,140.931,102.963,141.023
2021/01/04/ 16:14:37,102.963,141.023,1,8,2,0,1,15,3,7,1,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.986,140.928,102.963,141.031
2021/01/04/ 16:15:42,102.963,141.031,1,8,2,0,1,15,2,8,1,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.99,140.988,102.945,141.014
2021/01/04/ 16:16:47,102.945,141.014,1,8,2,0,1,15,2,7,2,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.982,140.986,102.940,141.026
2021/01/04/ 16:17:52,102.940,141.026,1,8,2,0,1,15,2,7,2,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.001,140.981,102.942,141.042
2021/01/04/ 16:18:57,102.942,141.042,1,8,2,0,1,15,3,8,0,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,103.004,140.961,102.945,141.024
2021/01/04/ 16:20:03,102.945,141.024,1,8,2,0,1,15,3,8,0,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.99,140.988,102.962,140.965
2021/01/04/ 16:21:08,102.962,140.965,1,8,2,0,1,15,1,8,2,6,1,10,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.998,140.971,102.957,140.958
2021/01/04/ 16:22:13,102.957,140.958,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.987,140.973,102.960,141.001
2021/01/04/ 16:23:17,102.960,141.001,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.978,140.969,102.972,140.986
2021/01/04/ 16:24:22,102.972,140.986,1,8,2,0,1,15,1,9,1,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.964,140.993,102.962,140.978
2021/01/04/ 16:25:27,102.962,140.978,1,8,2,0,1,15,1,7,3,5,1,11,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.96,140.967,102.966,140.950
2021/01/04/ 16:26:32,102.966,140.950,1,8,2,0,1,15,1,7,3,7,1,9,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.96,140.987,102.970,140.970
2021/01/04/ 16:27:37,102.970,140.970,1,8,2,0,1,15,1,8,2,8,1,8,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.956,140.976,102.968,140.964
2021/01/04/ 16:28:42,102.968,140.964,1,8,2,0,1,15,2,6,3,5,1,11,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.951,140.987,102.962,140.940
2021/01/04/ 16:29:47,102.962,140.940,1,8,2,0,1,15,0,7,4,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.963,141.023,102.947,140.974
2021/01/04/ 16:30:53,102.947,140.974,1,8,2,0,1,15,1,7,3,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.963,141.031,102.959,140.960
2021/01/04/ 16:31:57,102.959,140.960,1,8,2,0,1,15,1,7,3,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.945,141.014,102.950,140.955
2021/01/04/ 16:33:03,102.950,140.955,1,8,2,0,1,15,1,7,3,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.94,141.026,102.951,140.981
2021/01/04/ 16:34:07,102.951,140.981,1,8,2,0,1,15,2,8,1,13,1,3,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.942,141.042,102.950,140.997
2021/01/04/ 16:35:15,102.950,140.997,1,8,2,0,1,15,2,7,2,16,1,0,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.945,141.024,102.948,141.004
2021/01/04/ 16:36:19,102.948,141.004,1,8,2,0,1,15,3,8,0,10,1,6,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.962,140.965,102.955,140.946
2021/01/04/ 16:37:25,102.955,140.946,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.957,140.958,102.958,140.921
2021/01/04/ 16:38:29,102.958,140.921,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.96,141.001,102.933,140.922
2021/01/04/ 16:39:33,102.933,140.922,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.972,140.986,102.916,140.915
2021/01/04/ 16:40:38,102.916,140.915,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.962,140.978,102.918,140.920
2021/01/04/ 16:41:43,102.918,140.920,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.966,140.95,102.899,140.918
2021/01/04/ 16:42:48,102.899,140.918,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.97,140.97,102.906,140.899
2021/01/04/ 16:43:53,102.906,140.899,1,8,2,0,1,15,2,7,2,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.968,140.964,102.902,140.940
2021/01/04/ 16:44:57,102.902,140.940,1,8,2,0,1,15,0,8,3,6,1,10,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.962,140.94,102.880,140.882
2021/01/04/ 16:46:05,102.880,140.882,1,8,2,0,1,15,0,9,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.947,140.974,102.860,140.908
2021/01/04/ 16:47:10,102.860,140.908,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.959,140.96,102.865,140.958
2021/01/04/ 16:48:16,102.865,140.958,0,0,0,0,0,0,3,8,0,15,1,1,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.95,140.955,102.877,140.923
2021/01/04/ 16:49:21,102.877,140.923,1,8,2,0,1,15,2,8,1,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.951,140.981,102.874,140.889
2021/01/04/ 16:50:25,102.874,140.889,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.95,140.997,102.866,140.895
2021/01/04/ 16:51:29,102.866,140.895,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.948,141.004,102.859,140.868
2021/01/04/ 16:52:34,102.859,140.868,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.955,140.946,102.857,140.822
2021/01/04/ 16:53:39,102.857,140.822,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.958,140.921,102.889,140.765
2021/01/04/ 16:54:44,102.889,140.765,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.933,140.922,102.890,140.787
2021/01/04/ 16:55:52,102.890,140.787,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.916,140.915,102.884,140.806
2021/01/04/ 16:56:57,102.884,140.806,1,8,2,0,1,15,2,6,3,2,1,14,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.918,140.92,102.892,140.841
2021/01/04/ 16:58:01,102.892,140.841,1,8,2,0,1,15,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.899,140.918,102.909,140.835
2021/01/04/ 16:59:07,102.909,140.835,1,8,2,0,1,15,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.906,140.899,102.913,140.830
2021/01/04/ 17:00:11,102.913,140.830,1,8,2,0,1,15,2,9,0,1,1,15,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.902,140.94,102.909,140.872
2021/01/04/ 17:01:16,102.909,140.872,1,8,2,0,1,15,2,8,1,11,1,5,3756.08,0.0,27258.31,0.0,6460.5,0.0,22.75,0.0,102.88,140.882,102.903,140.842
2021/01/04/ 17:02:21,102.903,140.842,1,8,2,0,1,15,1,8,2,4,1,12,3756.08,0.0,27258.31,0.0,6553.4,1.438,22.75,0.0,102.86,140.908,102.889,140.866
2021/01/04/ 17:03:26,102.889,140.866,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0.0,27258.31,0.0,6553.4,0.0,22.75,0.0,102.865,140.958,102.887,140.885
2021/01/04/ 17:04:31,102.887,140.885,1,8,2,0,1,15,1,8,2,10,1,6,3756.08,0.0,27258.31,0.0,6561.9,0.1297,22.75,0.0,102.877,140.923,102.882,140.868
2021/01/04/ 17:05:36,102.882,140.868,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6561.9,0.0,22.75,0.0,102.874,140.889,102.890,140.901
2021/01/04/ 17:06:40,102.890,140.901,1,8,2,0,1,15,2,8,1,9,1,7,3756.08,0.0,27258.31,0.0,6561.9,0.0,22.75,0.0,102.866,140.895,102.887,140.840
2021/01/04/ 17:07:47,102.887,140.840,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27258.31,0.0,6561.9,0.0,22.75,0.0,102.859,140.868,102.877,140.805
2021/01/04/ 17:08:51,102.877,140.805,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27258.31,0.0,6566.1,0.064,22.75,0.0,102.857,140.822,102.889,140.824
2021/01/04/ 17:09:57,102.889,140.824,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6566.1,0.0,22.75,0.0,102.889,140.765,102.899,140.854
