予測,テストデータの値
123.90153526356472,123.2
71.83252710961116,71.9
83.30450464784381,84.5
107.55058578833511,106.60000000000001
145.74428255563885,144.8
121.82879456235698,123.30000000000001
150.55695652497377,148.4
113.5581988707895,114.30000000000001
110.37913866690512,107.9
107.82579597739401,107.7
72.59766707816365,71.7
100.52783024664949,100.30000000000001
72.13362749663226,72.2
104.33351586297572,103.80000000000001
123.15813774613109,123.50000000000001
109.0624499705694,112.0
109.49933113647954,112.2
85.93517063744072,85.2
123.15100435632858,120.4
123.50433559809612,123.4
70.29880032416958,69.5
163.08009079881214,152.60000000000002
84.52066150862201,81.9
122.04979942694034,120.80000000000001
117.95078187096631,119.9
103.80880280565823,101.5
106.54406182241003,107.7
82.17911630689501,82.10000000000001
106.36711799338296,106.60000000000001
115.52913739044537,117.9
71.48767528659222,72.0
75.09173515886951,75.4
110.00852316590742,108.7
112.7937075875062,114.7
69.64260511830732,68.7
98.46613687112993,96.30000000000001
110.24409051470376,108.60000000000001
70.70514404064211,70.9
88.0240460871028,87.60000000000001
132.20276359764773,135.5
57.72094502889159,59.2
124.53681018458671,123.30000000000001
127.54110238478266,126.50000000000001
83.64623427467056,81.9
123.97041363778872,125.50000000000001
110.97344588417549,109.9
84.95645797174907,86.30000000000001
109.86931613298917,110.10000000000001
112.2637641835153,114.50000000000001
86.32779321130096,85.7
122.38703660863227,123.30000000000001
113.49408043595658,113.10000000000001
120.89491628025719,122.00000000000001
71.59264653677594,70.80000000000001
72.17211711497264,71.4
85.25118612558636,85.60000000000001
104.74933306903911,106.4
109.50889865942649,109.10000000000001
123.4858561780077,124.10000000000001
88.22153684402103,87.80000000000001
86.53095988222911,86.10000000000001
58.554587306274854,60.00000000000001
127.52409420896707,128.4
85.81950880065781,85.4
82.16926155997382,83.0
97.13791867980477,96.9
111.01174868825898,110.0
98.24010616261062,99.4
68.42307632709868,68.80000000000001
85.35355687096707,85.0
96.5714461641084,97.4
87.48980009460074,86.4
113.69256343872466,116.10000000000001
58.89949123912389,59.50000000000001
78.53417104510594,77.4
104.83334393730415,107.0
88.15764654288516,88.0
122.3843817220863,123.4
84.1253145977678,83.60000000000001
97.11814812535472,97.9
84.65961626313911,84.5
71.41385321911378,73.0
70.43753052724684,71.0
89.19477041526217,89.0
103.22223683822243,105.0
75.59793627124806,76.4
110.1912294246312,109.9
162.8074543987729,161.9
117.6188806450542,118.00000000000001
87.01721206115845,86.5
72.05013290750189,72.10000000000001
134.22836570615902,137.60000000000002
88.65272280270669,99.4
74.74164811373699,73.2
106.65163672578355,106.60000000000001
71.44909360496946,70.80000000000001
113.5517567282054,115.60000000000001
88.15310872698448,88.4
99.16374516411737,100.60000000000001
115.81380405082369,113.7
109.10336750092448,109.60000000000001
95.79851262958705,96.9
134.31618239754044,133.8
109.13201080185785,110.2
109.25207409984888,110.80000000000001
112.90764374864072,114.50000000000001
121.70037569392584,119.7
115.84694208590948,116.80000000000001
115.07708647407183,116.80000000000001
102.53887658050955,103.0
129.88101485006155,132.4
73.19076456207124,73.10000000000001
109.80839034100457,108.80000000000001
81.94948880286971,81.60000000000001
66.82546641782464,67.60000000000001
106.81242620357641,107.4
89.14807923693802,90.10000000000001
84.31695021951286,84.2
68.57831093287548,68.80000000000001
70.75743837253096,72.4
114.63139128916866,115.10000000000001
68.92569162213005,68.0
68.94644113100794,70.30000000000001
112.22220232594192,114.7
121.2003325753348,121.9
74.02336800181233,73.9
98.68839346832111,98.4
119.78348000581512,120.60000000000001
115.13551134609428,117.4
109.05767004384064,108.10000000000001
70.74773320859659,70.30000000000001
71.75016759995985,70.2
114.74757715981279,116.00000000000001
148.1004134030536,147.10000000000002
73.4886042330503,72.7
75.51640446145161,74.7
82.1814594057402,81.7
113.93172855575726,113.80000000000001
71.38632946788981,71.5
74.26251985768242,73.9
113.5178178765132,117.30000000000001
108.24400645646021,108.10000000000001
71.85355879499551,70.80000000000001
152.4267326001932,155.4
107.76492496615178,109.7
123.35766362154463,122.60000000000001
99.19765834263394,98.7
125.50696076347911,125.50000000000001
71.75580659758421,71.0
113.48589433250937,115.60000000000001
59.27151450886241,60.1
85.01274580649566,85.0
69.33776001877962,68.60000000000001
