,名前,天気,ラウンド,頭数,枠番,馬番,斥量,フィールド,距離,馬場,馬場指数,タイム指数,馬体重,着順
22329,1,9,6,15,2,3,52.0,9,1200,9,2.0,56.0,456.0,1
22330,1,9,6,15,2,2,54.0,9,1200,9,2.0,56.0,462.0,5
22331,1,9,6,15,8,14,54.0,9,1200,9,2.0,48.0,394.0,5
22332,1,9,6,15,4,6,54.0,9,1200,9,2.0,47.0,398.0,5
22333,1,9,6,15,3,5,54.0,9,1200,9,2.0,47.0,422.0,5
22334,1,9,6,15,4,7,54.0,9,1200,9,2.0,44.0,456.0,5
22335,1,9,6,15,7,12,54.0,9,1200,9,2.0,41.0,406.0,5
22336,1,9,6,15,3,4,51.0,9,1200,9,2.0,41.0,432.0,5
22337,1,9,6,15,8,15,54.0,9,1200,9,2.0,40.0,440.0,5
22338,1,9,6,15,5,9,54.0,9,1200,9,2.0,35.0,440.0,5
22339,1,9,6,15,6,10,54.0,9,1200,9,2.0,34.0,426.0,5
22340,1,9,6,15,1,1,54.0,9,1200,9,2.0,31.0,420.0,5
22341,1,9,6,15,5,8,54.0,9,1200,9,2.0,19.0,450.0,5
22342,1,9,5,13,7,10,54.0,9,1200,0,-9.0,79.0,464.0,1
22343,1,9,5,13,1,1,54.0,9,1200,0,-9.0,77.0,442.0,1
22344,1,9,5,13,2,2,54.0,9,1200,0,-9.0,77.0,426.0,1
22345,1,9,5,13,8,12,54.0,9,1200,0,-9.0,75.0,444.0,5
22346,1,9,5,13,4,4,52.0,9,1200,0,-9.0,68.0,506.0,5
22347,1,9,5,13,6,8,54.0,9,1200,0,-9.0,68.0,474.0,5
22348,1,9,5,13,7,11,54.0,9,1200,0,-9.0,61.0,418.0,5
22349,1,9,5,13,5,6,54.0,9,1200,0,-9.0,59.0,466.0,5
22350,1,9,5,13,3,3,54.0,9,1200,0,-9.0,59.0,404.0,5
22351,1,9,5,13,8,13,54.0,9,1200,0,-9.0,58.0,430.0,5
22352,1,9,5,13,5,7,54.0,9,1200,0,-9.0,55.0,404.0,5
22353,1,9,5,13,6,9,54.0,9,1200,0,-9.0,30.0,460.0,5
22459,1,0,9,12,7,10,54.0,9,2400,9,3.0,100.0,460.0,1
22460,1,0,9,12,5,5,57.0,9,2400,9,3.0,90.0,432.0,5
22461,1,0,9,12,1,1,57.0,9,2400,9,3.0,90.0,470.0,5
22462,1,0,9,12,2,2,54.0,9,2400,9,3.0,111.0,496.0,1
22463,1,0,9,12,5,6,55.0,9,2400,9,3.0,95.0,344.0,1
22464,1,0,9,12,6,7,57.0,9,2400,9,3.0,91.0,486.0,5
22465,1,0,9,12,8,11,57.0,9,2400,9,3.0,91.0,512.0,5
22466,1,0,9,12,4,4,55.0,9,2400,9,3.0,82.0,478.0,5
22467,1,0,9,12,3,3,57.0,9,2400,9,3.0,89.0,462.0,5
22468,1,0,9,12,7,9,57.0,9,2400,9,3.0,78.0,476.0,5
22469,1,0,9,12,8,12,57.0,9,2400,9,3.0,94.0,484.0,5
22470,1,0,9,12,6,8,57.0,9,2400,9,3.0,75.0,526.0,5
22471,1,9,10,12,7,9,54.0,0,1000,0,-13.0,92.0,500.0,1
22472,1,9,10,12,6,7,57.0,0,1000,0,-13.0,87.0,488.0,5
22473,1,9,10,12,8,11,57.0,0,1000,0,-13.0,89.0,494.0,1
22474,1,9,10,12,4,4,55.0,0,1000,0,-13.0,89.0,442.0,5
22475,1,9,10,12,1,1,55.0,0,1000,0,-13.0,48.0,474.0,5
22476,1,9,10,12,2,2,55.0,0,1000,0,-13.0,87.0,462.0,5
22477,1,9,10,12,3,3,57.0,0,1000,0,-13.0,72.0,506.0,5
22478,1,9,10,12,5,5,52.0,0,1000,0,-13.0,82.0,458.0,5
22479,1,9,10,12,7,10,57.0,0,1000,0,-13.0,77.0,542.0,5
22480,1,9,10,12,6,8,57.0,0,1000,0,-13.0,74.0,482.0,5
22481,1,9,10,12,5,6,54.0,0,1000,0,-13.0,102.0,524.0,1
22482,1,9,11,10,8,10,56.0,9,1800,0,-3.0,103.0,492.0,5
22483,1,9,11,10,7,7,56.0,9,1800,0,-3.0,103.0,478.0,5
22484,1,9,11,10,1,1,56.0,9,1800,0,-3.0,97.0,474.0,5
22485,1,9,11,10,4,4,56.0,9,1800,0,-3.0,105.0,478.0,1
22486,1,9,11,10,7,8,54.0,9,1800,0,-3.0,103.0,476.0,1
22487,1,9,11,10,3,3,57.0,9,1800,0,-3.0,104.0,556.0,1
22488,1,9,11,10,2,2,56.0,9,1800,0,-3.0,98.0,468.0,5
22489,1,9,11,10,6,6,57.0,9,1800,0,-3.0,96.0,458.0,5
22490,1,9,11,10,8,9,56.0,9,1800,0,-3.0,103.0,492.0,5
22491,1,9,9,9,6,6,57.0,9,1800,19,3.0,74.0,456.0,5
22492,1,9,9,9,5,5,57.0,9,1800,19,3.0,85.0,464.0,5
22493,1,9,9,9,2,2,54.0,9,1800,19,3.0,89.0,518.0,1
22494,1,9,9,9,7,7,55.0,9,1800,19,3.0,95.0,454.0,1
22495,1,9,9,9,8,9,57.0,9,1800,19,3.0,73.0,498.0,5
22496,1,9,9,9,1,1,57.0,9,1800,19,3.0,92.0,504.0,1
22497,1,9,9,9,8,8,57.0,9,1800,19,3.0,75.0,494.0,5
22498,1,9,9,9,3,3,57.0,9,1800,19,3.0,86.0,494.0,5
22499,1,9,9,9,4,4,57.0,9,1800,19,3.0,79.0,468.0,5
22500,1,0,10,11,2,2,57.0,0,1800,9,-19.0,77.0,492.0,5
22501,1,0,10,11,3,3,57.0,0,1800,9,-19.0,77.0,494.0,5
22502,1,0,10,11,7,9,57.0,0,1800,9,-19.0,77.0,462.0,5
22503,1,0,10,11,7,8,57.0,0,1800,9,-19.0,92.0,452.0,1
22504,1,0,10,11,8,10,55.0,0,1800,9,-19.0,82.0,454.0,5
22505,1,0,10,11,1,1,54.0,0,1800,9,-19.0,96.0,476.0,1
22506,1,0,10,11,8,11,54.0,0,1800,9,-19.0,95.0,470.0,1
22507,1,0,10,11,5,5,55.0,0,1800,9,-19.0,76.0,492.0,5
22508,1,0,10,11,6,7,57.0,0,1800,9,-19.0,77.0,516.0,5
22509,1,0,10,11,4,4,55.0,0,1800,9,-19.0,83.0,462.0,5
22510,1,0,10,11,6,6,57.0,0,1800,9,-19.0,66.0,508.0,5
22523,1,9,11,12,5,5,54.0,9,1800,9,2.0,94.0,488.0,5
22524,1,9,11,12,5,6,51.0,9,1800,9,2.0,88.0,466.0,5
22525,1,9,11,12,3,3,54.0,9,1800,9,2.0,93.0,500.0,5
22526,1,9,11,12,7,9,52.0,9,1800,9,2.0,96.0,452.0,5
22527,1,9,11,12,8,11,54.0,9,1800,9,2.0,97.0,458.0,1
22528,1,9,11,12,4,4,53.0,9,1800,9,2.0,71.0,508.0,5
22529,1,9,11,12,8,12,54.0,9,1800,9,2.0,95.0,512.0,5
22530,1,9,11,12,7,10,53.0,9,1800,9,2.0,71.0,508.0,5
22531,1,9,11,12,6,7,53.0,9,1800,9,2.0,77.0,524.0,5
22532,1,9,11,12,6,8,54.0,9,1800,9,2.0,72.0,508.0,5
22533,1,9,11,12,1,1,53.0,9,1800,9,2.0,105.0,454.0,1
22534,1,9,11,12,2,2,52.0,9,1800,9,2.0,97.0,474.0,1
22535,1,9,10,14,6,9,52.0,9,1200,9,2.0,86.0,474.0,5
22536,1,9,10,14,5,7,57.0,9,1200,9,2.0,0.0,530.0,5
22537,1,9,10,14,7,11,57.0,9,1200,9,2.0,89.0,448.0,5
22538,1,9,10,14,4,6,55.0,9,1200,9,2.0,99.0,462.0,1
22539,1,9,10,14,6,10,55.0,9,1200,9,2.0,93.0,460.0,1
22540,1,9,10,14,8,14,52.0,9,1200,9,2.0,92.0,462.0,5
22541,1,9,10,14,5,8,55.0,9,1200,9,2.0,95.0,424.0,1
22542,1,9,10,14,3,3,55.0,9,1200,9,2.0,0.0,428.0,1
22543,1,9,10,14,3,4,57.0,9,1200,9,2.0,-5.0,450.0,5
22544,1,9,10,14,7,12,55.0,9,1200,9,2.0,92.0,484.0,5
22545,1,9,10,14,4,5,57.0,9,1200,9,2.0,92.0,470.0,5
22546,1,9,10,14,8,13,57.0,9,1200,9,2.0,79.0,474.0,5
22549,1,9,12,12,4,4,52.0,9,1200,0,-3.0,87.0,450.0,5
22550,1,9,12,12,6,7,52.0,9,1200,0,-3.0,98.0,462.0,1
22551,1,9,12,12,5,6,55.0,9,1200,0,-3.0,75.0,472.0,5
22552,1,9,12,12,7,9,55.0,9,1200,0,-3.0,88.0,428.0,5
22553,1,9,12,12,6,8,55.0,9,1200,0,-3.0,81.0,508.0,5
22554,1,9,12,12,5,5,52.0,9,1200,0,-3.0,84.0,460.0,5
22555,1,9,12,12,3,3,55.0,9,1200,0,-3.0,94.0,496.0,1
22556,1,9,12,12,8,12,55.0,9,1200,0,-3.0,91.0,416.0,5
22557,1,9,12,12,2,2,52.0,9,1200,0,-3.0,85.0,480.0,5
22558,1,9,12,12,7,10,55.0,9,1200,0,-3.0,94.0,486.0,1
22559,1,9,12,12,8,11,55.0,9,1200,0,-3.0,87.0,448.0,5
22560,1,9,12,12,1,1,52.0,9,1200,0,-3.0,85.0,472.0,5
22561,1,0,11,16,6,12,52.0,9,1200,9,1.0,81.0,504.0,5
22562,1,0,11,16,2,3,51.0,9,1200,9,1.0,107.0,442.0,1
22563,1,0,11,16,3,5,53.0,9,1200,9,1.0,95.0,430.0,5
22564,1,0,11,16,7,13,54.0,9,1200,9,1.0,82.0,490.0,5
22565,1,0,11,16,2,4,55.0,9,1200,9,1.0,94.0,492.0,5
22566,1,0,11,16,6,11,55.5,9,1200,9,1.0,94.0,468.0,5
22567,1,0,11,16,8,16,56.0,9,1200,9,1.0,92.0,512.0,5
22568,1,0,11,16,4,7,58.0,9,1200,9,1.0,88.0,492.0,5
22569,1,0,11,16,3,6,54.0,9,1200,9,1.0,102.0,472.0,1
22570,1,0,11,16,7,14,53.0,9,1200,9,1.0,88.0,452.0,5
22571,1,0,11,16,8,15,53.0,9,1200,9,1.0,94.0,486.0,5
22572,1,0,11,16,4,8,52.0,9,1200,9,1.0,89.0,480.0,5
22573,1,0,11,16,5,9,56.0,9,1200,9,1.0,98.0,498.0,5
22574,1,0,11,16,1,1,53.0,9,1200,9,1.0,87.0,472.0,5
22575,1,0,11,16,1,2,57.0,9,1200,9,1.0,98.0,470.0,1
22576,1,0,11,16,5,10,56.0,9,1200,9,1.0,76.0,488.0,5
22578,1,9,4,15,3,5,56.0,0,1700,19,-19.0,82.0,496.0,1
22579,1,9,4,16,4,8,54.0,9,1800,0,-3.0,72.0,434.0,5
22580,1,0,3,13,4,5,51.0,0,1800,19,-25.0,89.0,458.0,1
22581,1,9,4,16,7,14,56.0,9,1800,0,-3.0,79.0,456.0,5
22582,1,9,2,14,6,10,54.0,0,1700,0,-13.0,65.0,464.0,5
22583,1,9,6,14,4,5,54.0,0,1700,0,-13.0,63.0,482.0,5
22584,1,0,2,17,1,1,56.0,9,1600,9,6.0,89.0,482.0,1
22585,1,9,4,15,6,10,56.0,0,1700,19,-19.0,65.0,454.0,5
22586,1,0,6,13,8,13,54.0,9,1200,9,5.0,88.0,436.0,1
22587,1,9,2,14,4,6,54.0,0,1700,0,-13.0,74.0,446.0,5
22588,1,0,2,17,6,12,54.0,9,1600,9,6.0,65.0,420.0,5
22589,1,9,4,15,5,9,52.0,0,1700,19,-19.0,66.0,446.0,5
22590,1,9,6,14,6,10,56.0,0,1700,0,-13.0,73.0,452.0,1
22591,1,9,3,16,3,5,56.0,9,1200,19,4.0,101.0,436.0,1
22592,1,9,2,16,5,9,56.0,0,1150,19,-19.0,75.0,486.0,1
22593,1,9,7,15,7,13,54.0,9,2000,19,4.0,81.0,442.0,5
22594,1,0,2,17,7,14,56.0,9,1600,9,6.0,74.0,514.0,5
22595,1,0,3,13,5,7,53.0,0,1800,19,-25.0,63.0,440.0,5
22596,1,9,2,14,8,13,52.0,0,1700,0,-13.0,69.0,466.0,5
22597,1,9,3,16,7,14,51.0,9,1200,19,4.0,78.0,402.0,5
22598,1,9,7,15,8,16,54.0,9,2000,19,4.0,63.0,422.0,5
22599,1,0,2,17,8,16,56.0,9,1600,9,6.0,86.0,466.0,1
22600,1,9,4,15,2,2,56.0,0,1700,19,-19.0,65.0,450.0,5
22601,1,9,3,16,1,2,52.0,9,1200,19,4.0,103.0,412.0,1
22602,1,9,4,16,4,7,56.0,9,1800,0,-3.0,75.0,464.0,5
22603,1,9,4,16,1,2,56.0,9,1800,0,-3.0,89.0,474.0,1
22604,1,9,3,11,5,5,53.0,0,1000,0,-13.0,55.0,450.0,5
22605,1,9,2,16,7,13,55.0,0,1150,19,-19.0,74.0,482.0,5
22606,1,9,3,11,7,8,56.0,0,1000,0,-13.0,68.0,494.0,1
22607,1,9,3,16,5,9,54.0,9,1200,19,4.0,76.0,436.0,5
22608,1,0,2,17,7,13,56.0,9,1600,9,6.0,69.0,432.0,5
22609,1,9,6,14,8,14,51.0,0,1700,0,-13.0,44.0,472.0,5
22610,1,9,4,16,6,12,54.0,9,1800,0,-3.0,75.0,424.0,5
22611,1,0,2,17,5,10,54.0,9,1600,9,6.0,76.0,448.0,5
22612,1,9,4,16,7,13,54.0,9,1800,0,-3.0,64.0,392.0,5
22613,1,0,6,13,5,8,56.0,9,1200,9,5.0,80.0,458.0,5
22614,1,9,7,15,1,2,52.0,9,2000,19,4.0,0.0,416.0,5
22615,1,0,4,14,6,10,56.0,0,1200,19,-24.0,75.0,480.0,1
22616,1,9,2,14,7,12,54.0,0,1700,0,-13.0,40.0,472.0,5
22617,1,9,7,15,7,14,54.0,9,2000,19,4.0,57.0,482.0,5
22618,1,9,2,16,3,6,52.0,0,1150,19,-19.0,56.0,446.0,5
22619,1,9,7,15,4,8,54.0,9,2000,19,4.0,0.0,420.0,5
22620,1,9,7,15,3,5,54.0,9,2000,19,4.0,77.0,474.0,5
22621,1,9,7,15,6,11,54.0,9,2000,19,4.0,77.0,440.0,5
22622,1,0,2,17,5,9,56.0,9,1600,9,6.0,48.0,480.0,5
22623,1,9,7,15,6,12,54.0,9,2000,19,4.0,88.0,444.0,1
22624,1,0,4,14,2,2,55.0,0,1200,19,-24.0,63.0,466.0,5
22625,1,0,3,13,1,1,54.0,0,1800,19,-25.0,62.0,396.0,5
22626,1,9,3,11,7,9,54.0,0,1000,0,-13.0,53.0,438.0,5
22627,1,9,3,11,3,3,54.0,0,1000,0,-13.0,74.0,462.0,1
22628,1,9,4,16,6,11,54.0,9,1800,0,-3.0,85.0,404.0,1
22629,1,0,6,13,7,12,54.0,9,1200,9,5.0,88.0,470.0,1
22630,1,0,2,17,3,6,56.0,9,1600,9,6.0,36.0,488.0,5
22631,1,9,7,15,3,6,54.0,9,2000,19,4.0,72.0,402.0,5
22632,1,9,2,14,8,14,54.0,0,1700,0,-13.0,32.0,412.0,5
22633,1,0,4,14,8,13,54.0,0,1200,19,-24.0,70.0,450.0,5
22634,1,9,6,14,4,6,54.0,0,1700,0,-13.0,56.0,476.0,5
22635,1,0,4,14,3,3,56.0,0,1200,19,-24.0,73.0,452.0,5
22636,1,9,2,14,1,1,54.0,0,1700,0,-13.0,77.0,452.0,1
22637,1,9,7,15,2,3,53.0,9,2000,19,4.0,82.0,454.0,5
22638,1,0,2,17,4,8,56.0,9,1600,9,6.0,74.0,450.0,5
22639,1,0,6,13,7,11,53.0,9,1200,9,5.0,80.0,446.0,5
22640,1,9,4,16,5,9,54.0,9,1800,0,-3.0,87.0,450.0,1
22641,1,0,6,13,5,7,56.0,9,1200,9,5.0,83.0,446.0,5
22642,1,9,3,16,4,7,56.0,9,1200,19,4.0,39.0,442.0,5
22643,1,9,2,16,7,14,54.0,0,1150,19,-19.0,81.0,496.0,1
22644,1,0,3,13,5,6,54.0,0,1800,19,-25.0,56.0,474.0,5
22645,1,0,3,13,2,2,54.0,0,1800,19,-25.0,79.0,482.0,1
22646,1,0,3,13,7,10,54.0,0,1800,19,-25.0,63.0,450.0,5
22647,1,9,3,16,5,10,53.0,9,1200,19,4.0,84.0,448.0,5
22648,1,9,2,14,6,9,54.0,0,1700,0,-13.0,79.0,500.0,1
22649,1,9,2,14,5,7,54.0,0,1700,0,-13.0,77.0,436.0,1
22650,1,0,6,13,6,10,53.0,9,1200,9,5.0,64.0,468.0,5
22651,1,0,4,14,5,7,56.0,0,1200,19,-24.0,66.0,470.0,5
22652,1,0,2,17,3,5,53.0,9,1600,9,6.0,52.0,494.0,5
22653,1,0,3,13,7,11,53.0,0,1800,19,-25.0,45.0,512.0,5
22654,1,0,4,14,7,11,54.0,0,1200,19,-24.0,51.0,458.0,5
22655,1,9,6,14,7,12,51.0,0,1700,0,-13.0,28.0,476.0,5
22656,1,9,3,16,6,12,51.0,9,1200,19,4.0,65.0,402.0,5
22657,1,0,4,14,4,6,56.0,0,1200,19,-24.0,65.0,426.0,5
22658,1,0,2,17,4,7,56.0,9,1600,9,6.0,72.0,490.0,5
22659,1,9,3,11,1,1,56.0,0,1000,0,-13.0,75.0,500.0,1
22660,1,9,6,14,8,13,54.0,0,1700,0,-13.0,51.0,498.0,5
22661,1,9,4,16,3,5,56.0,9,1800,0,-3.0,75.0,440.0,5
22662,1,9,3,16,6,11,54.0,9,1200,19,4.0,85.0,450.0,5
22663,1,9,4,15,7,13,54.0,0,1700,19,-19.0,87.0,462.0,1
22664,1,9,3,11,4,4,56.0,0,1000,0,-13.0,45.0,450.0,5
22665,1,0,3,13,8,13,54.0,0,1800,19,-25.0,71.0,506.0,5
22666,1,9,3,16,8,15,54.0,9,1200,19,4.0,81.0,452.0,5
22667,1,9,4,15,2,3,54.0,0,1700,19,-19.0,62.0,470.0,5
22668,1,9,3,11,6,6,56.0,0,1000,0,-13.0,47.0,466.0,5
22669,1,9,7,15,5,9,54.0,9,2000,19,4.0,90.0,442.0,1
22670,1,9,6,14,3,3,54.0,0,1700,0,-13.0,54.0,434.0,5
22671,1,9,4,15,8,15,56.0,0,1700,19,-19.0,70.0,476.0,5
22672,1,9,2,14,5,8,54.0,0,1700,0,-13.0,75.0,448.0,5
22673,1,9,4,16,2,3,51.0,9,1800,0,-3.0,82.0,420.0,5
22674,1,0,6,13,2,2,54.0,9,1200,9,5.0,88.0,480.0,1
22675,1,0,2,17,6,11,56.0,9,1600,9,6.0,69.0,432.0,5
22676,1,9,4,16,8,15,54.0,9,1800,0,-3.0,42.0,488.0,5
22677,1,0,6,13,1,1,54.0,9,1200,9,5.0,70.0,430.0,5
22678,1,0,6,13,4,5,54.0,9,1200,9,5.0,82.0,422.0,5
22679,1,9,3,16,4,8,56.0,9,1200,19,4.0,75.0,514.0,5
22680,1,0,4,14,3,4,56.0,0,1200,19,-24.0,63.0,458.0,5
22681,1,9,3,16,8,16,54.0,9,1200,19,4.0,66.0,478.0,5
22682,1,9,2,14,2,2,51.0,0,1700,0,-13.0,66.0,468.0,5
22683,1,9,3,16,7,13,54.0,9,1200,19,4.0,76.0,404.0,5
22684,1,9,4,15,3,4,56.0,0,1700,19,-19.0,73.0,454.0,5
22685,1,0,3,13,8,12,54.0,0,1800,19,-25.0,66.0,436.0,5
22686,1,9,4,16,1,1,56.0,9,1800,0,-3.0,70.0,480.0,5
22687,1,9,6,14,5,7,56.0,0,1700,0,-13.0,42.0,518.0,5
22688,1,9,4,15,5,8,55.0,0,1700,19,-19.0,55.0,496.0,5
22689,1,9,4,16,2,4,54.0,9,1800,0,-3.0,82.0,434.0,5
22690,1,9,3,16,2,4,54.0,9,1200,19,4.0,91.0,450.0,1
22691,1,9,6,14,2,2,56.0,0,1700,0,-13.0,75.0,452.0,1
22692,1,9,2,16,6,11,56.0,0,1150,19,-19.0,78.0,494.0,1
22693,1,9,4,15,8,14,56.0,0,1700,19,-19.0,60.0,504.0,5
22694,1,0,6,13,3,3,54.0,9,1200,9,5.0,0.0,430.0,5
22695,1,0,4,14,5,8,56.0,0,1200,19,-24.0,77.0,466.0,1
22696,1,9,2,16,5,10,56.0,0,1150,19,-19.0,62.0,442.0,5
22697,1,9,4,16,8,16,52.0,9,1800,0,-3.0,81.0,418.0,5
22698,1,0,2,17,1,2,53.0,9,1600,9,6.0,49.0,512.0,5
22699,1,9,2,16,8,16,54.0,0,1150,19,-19.0,59.0,512.0,5
22700,1,9,6,14,5,8,54.0,0,1700,0,-13.0,74.0,466.0,1
22701,1,9,2,14,3,4,54.0,0,1700,0,-13.0,74.0,452.0,5
22702,1,9,4,15,7,12,56.0,0,1700,19,-19.0,74.0,470.0,5
22703,1,0,2,17,2,4,56.0,9,1600,9,6.0,61.0,462.0,5
22704,1,0,6,13,6,9,54.0,9,1200,9,5.0,57.0,514.0,5
22705,1,0,3,13,6,8,54.0,0,1800,19,-25.0,67.0,518.0,5
22706,1,0,6,13,3,4,54.0,9,1200,9,5.0,49.0,476.0,5
22707,1,0,4,14,8,14,56.0,0,1200,19,-24.0,23.0,480.0,5
22708,1,0,6,13,8,14,54.0,9,1200,9,5.0,53.0,430.0,5
22709,1,9,2,16,4,7,55.0,0,1150,19,-19.0,62.0,444.0,5
22710,1,9,2,16,4,8,56.0,0,1150,19,-19.0,21.0,496.0,5
22711,1,9,3,16,1,1,53.0,9,1200,19,4.0,76.0,420.0,5
22712,1,9,4,15,4,6,56.0,0,1700,19,-19.0,84.0,462.0,1
22713,1,9,4,15,4,7,56.0,0,1700,19,-19.0,77.0,462.0,5
22714,1,9,7,15,8,15,54.0,9,2000,19,4.0,92.0,432.0,1
22715,1,9,7,15,1,1,52.0,9,2000,19,4.0,-13.0,476.0,5
22716,1,9,7,15,4,7,53.0,9,2000,19,4.0,0.0,434.0,5
22717,1,9,2,14,3,3,54.0,0,1700,0,-13.0,69.0,504.0,5
22718,1,9,2,14,7,11,54.0,0,1700,0,-13.0,2.0,484.0,5
22724,1,9,12,16,7,14,57.0,0,1150,19,-19.0,35.0,440.0,5
22725,1,0,12,15,1,1,57.0,0,1400,9,-17.0,89.0,440.0,5
22726,1,9,12,16,8,15,57.0,0,1150,19,-19.0,84.0,498.0,5
22727,1,0,12,15,2,3,57.0,0,1400,9,-17.0,87.0,526.0,5
22728,1,9,12,16,5,10,53.0,0,1150,19,-19.0,71.0,474.0,5
22729,1,9,12,16,2,4,55.0,0,1150,19,-19.0,87.0,482.0,5
22730,1,9,12,16,5,9,57.0,0,1150,19,-19.0,88.0,480.0,5
22731,1,0,12,15,6,11,57.0,0,1400,9,-17.0,76.0,474.0,5
22732,1,0,12,15,7,12,55.0,0,1400,9,-17.0,69.0,502.0,5
22733,1,9,12,16,4,8,57.0,0,1150,19,-19.0,88.0,498.0,5
22734,1,0,12,15,4,6,54.0,0,1400,9,-17.0,85.0,484.0,5
22735,1,0,12,15,4,7,57.0,0,1400,9,-17.0,91.0,480.0,5
22736,1,9,12,16,7,13,55.0,0,1150,19,-19.0,91.0,438.0,5
22737,1,0,12,15,3,4,57.0,0,1400,9,-17.0,79.0,486.0,5
22738,1,9,12,16,6,12,57.0,0,1150,19,-19.0,96.0,480.0,1
22739,1,9,12,16,8,16,54.0,0,1150,19,-19.0,68.0,492.0,5
22740,1,0,12,15,3,5,57.0,0,1400,9,-17.0,77.0,542.0,5
22741,1,0,12,15,6,10,57.0,0,1400,9,-17.0,92.0,434.0,5
22742,1,9,12,16,1,2,55.0,0,1150,19,-19.0,88.0,470.0,5
22743,1,9,12,16,6,11,55.0,0,1150,19,-19.0,91.0,474.0,1
22744,1,0,12,15,8,15,57.0,0,1400,9,-17.0,94.0,480.0,1
22745,1,9,12,16,4,7,54.0,0,1150,19,-19.0,84.0,452.0,5
22746,1,9,12,16,1,1,55.0,0,1150,19,-19.0,91.0,432.0,1
22747,1,9,12,16,3,6,53.0,0,1150,19,-19.0,87.0,490.0,5
22748,1,0,12,15,5,9,52.0,0,1400,9,-17.0,92.0,480.0,5
22749,1,0,12,15,8,14,57.0,0,1400,9,-17.0,95.0,504.0,1
22750,1,0,12,15,2,2,54.0,0,1400,9,-17.0,77.0,464.0,5
22751,1,0,12,15,7,13,57.0,0,1400,9,-17.0,94.0,482.0,1
22752,1,0,12,15,5,8,52.0,0,1400,9,-17.0,79.0,450.0,5
22753,1,9,12,16,3,5,57.0,0,1150,19,-19.0,77.0,504.0,5
22754,1,9,12,16,2,3,57.0,0,1150,19,-19.0,56.0,486.0,5
22755,1,0,7,16,4,7,55.0,0,1400,19,-21.0,67.0,466.0,5
22756,1,9,8,10,3,3,52.0,9,2000,0,-3.0,88.0,460.0,1
22757,1,9,8,15,2,2,54.0,0,1700,19,-19.0,92.0,468.0,5
22758,1,9,8,15,6,10,54.0,0,1700,19,-19.0,84.0,480.0,5
22759,1,9,8,10,8,9,52.0,9,2000,0,-3.0,79.0,462.0,5
22760,1,9,8,15,6,11,57.0,0,1700,19,-19.0,73.0,484.0,5
22761,1,0,8,18,4,8,55.0,9,1400,9,4.0,94.0,454.0,1
22762,1,9,7,9,6,6,57.0,0,2400,0,-13.0,82.0,472.0,5
22763,1,9,7,9,8,9,54.0,0,2400,0,-13.0,70.0,468.0,5
22764,1,9,8,15,7,13,54.0,0,1700,19,-19.0,95.0,486.0,1
22765,1,0,8,18,5,10,52.0,9,1400,9,4.0,83.0,454.0,5
22766,1,9,8,15,7,12,52.0,0,1700,19,-19.0,89.0,514.0,5
22767,1,9,8,15,5,8,54.0,0,1700,19,-19.0,79.0,460.0,5
22768,1,9,7,9,5,5,54.0,0,2400,0,-13.0,103.0,478.0,1
22769,1,0,7,16,1,2,57.0,0,1400,19,-21.0,71.0,488.0,5
22770,1,9,7,9,1,1,54.0,0,2400,0,-13.0,88.0,462.0,1
22771,1,9,8,10,7,8,55.0,9,2000,0,-3.0,71.0,510.0,5
22772,1,0,7,16,7,14,54.0,0,1400,19,-21.0,86.0,482.0,1
22773,1,0,8,18,8,17,52.0,9,1400,9,4.0,93.0,404.0,1
22774,1,9,9,12,6,7,55.0,9,1200,0,-3.0,80.0,436.0,5
22775,1,0,8,18,5,9,55.0,9,1400,9,4.0,78.0,464.0,5
22776,1,9,9,12,3,3,55.0,9,1200,0,-3.0,90.0,434.0,1
22777,1,9,9,12,2,2,55.0,9,1200,0,-3.0,96.0,468.0,1
22778,1,9,7,9,7,7,57.0,0,2400,0,-13.0,70.0,480.0,5
22779,1,9,8,15,3,4,50.0,0,1700,19,-19.0,83.0,448.0,5
22780,1,9,7,9,8,8,54.0,0,2400,0,-13.0,79.0,494.0,5
22781,1,0,8,18,1,2,52.0,9,1400,9,4.0,91.0,434.0,5
22782,1,0,7,16,6,11,55.0,0,1400,19,-21.0,65.0,480.0,5
22783,1,9,8,10,2,2,55.0,9,2000,0,-3.0,92.0,482.0,1
22784,1,0,7,16,7,13,54.0,0,1400,19,-21.0,83.0,510.0,5
22785,1,0,8,18,4,7,55.0,9,1400,9,4.0,84.0,420.0,5
22786,1,9,8,15,4,7,54.0,0,1700,19,-19.0,96.0,492.0,1
22787,1,9,8,10,5,5,55.0,9,2000,0,-3.0,75.0,462.0,5
22788,1,9,7,9,3,3,57.0,0,2400,0,-13.0,75.0,476.0,5
22789,1,0,8,18,8,16,52.0,9,1400,9,4.0,91.0,448.0,5
22790,1,9,8,10,1,1,55.0,9,2000,0,-3.0,86.0,422.0,5
22791,1,9,9,12,5,5,55.0,9,1200,0,-3.0,74.0,472.0,5
22792,1,9,9,12,1,1,57.0,9,1200,0,-3.0,49.0,500.0,5
22793,1,9,8,15,8,15,54.0,0,1700,19,-19.0,71.0,464.0,5
22794,1,0,7,16,3,6,54.0,0,1400,19,-21.0,91.0,448.0,1
22795,1,9,8,10,7,7,55.0,9,2000,0,-3.0,86.0,466.0,1
22796,1,0,7,16,4,8,54.0,0,1400,19,-21.0,80.0,490.0,5
