,名前,天気,ラウンド,頭数,馬番,斥量,フィールド,距離,馬場,馬場指数,着差,タイム指数,上り,馬体重,賞金,着順,タイム
30821,1,1,10,10,5,57.0,1.0,2600,1,0.0,0.9,95.0,35.3,94.0,426.8,2,162.3
30822,1,1,10,10,8,57.0,1.0,2600,1,0.0,2.4,83.0,37.1,74.0,0.0,9,163.8
30823,1,1,10,10,7,57.0,1.0,2600,1,0.0,0.9,95.0,35.3,66.0,273.4,3,162.3
30824,1,1,10,10,2,57.0,1.0,2600,1,0.0,3.3,77.0,37.6,48.0,0.0,10,164.70000000000002
30825,1,1,10,10,6,57.0,1.0,2600,1,0.0,2.1,84.0,36.1,88.0,0.0,8,163.5
30826,1,1,10,10,3,57.0,1.0,2600,1,0.0,2,85.0,37.0,72.0,0.0,7,163.4
30827,1,1,10,10,9,57.0,1.0,2600,1,0.0,-0.9,101.0,35.0,62.0,1083.8,1,161.4
30830,1,1,12,16,5,55.0,1.0,1200,1,0.0,1.5,81.0,35.7,86.0,0.0,15,70.30000000000001
30831,1,1,12,16,1,54.0,1.0,1200,1,0.0,1.5,81.0,35.3,6.0,0.0,16,70.30000000000001
30832,1,1,12,16,9,55.0,1.0,1200,1,0.0,0.5,96.0,34.5,84.0,230.0,4,69.30000000000001
30833,1,1,12,16,15,52.0,1.0,1200,1,0.0,0.8,91.0,34.4,6.0,0.0,9,69.60000000000001
30834,1,1,12,16,14,52.0,1.0,1200,1,0.0,-0.3,103.0,34.5,76.0,1537.8,1,68.80000000000001
30835,1,1,12,16,16,52.0,1.0,1200,1,0.0,1,88.0,34.9,72.0,0.0,13,69.80000000000001
30836,1,1,12,16,7,54.0,1.0,1200,1,0.0,0.7,93.0,34.3,64.0,0.0,8,69.5
30837,1,1,12,16,11,53.0,1.0,1200,1,0.0,0.3,99.0,34.2,44.0,610.8,2,69.10000000000001
30838,1,1,12,16,4,53.0,1.0,1200,1,0.0,1.2,85.0,35.5,80.0,0.0,14,70.0
30839,1,1,9,13,1,53.0,1.0,2200,1,-15.0,0.4,95.0,34.3,58.0,608.2,2,132.6
30840,1,1,9,13,8,53.0,1.0,2200,1,-15.0,1.3,86.0,35.8,20.0,0.0,11,133.5
30841,1,1,9,13,2,52.0,1.0,2200,1,-15.0,2.4,77.0,36.0,78.0,0.0,12,134.6
30842,1,1,9,13,13,57.0,1.0,2200,1,-15.0,0.9,92.0,34.5,54.0,0.0,6,133.1
30843,1,1,9,13,9,54.0,1.0,2200,1,-15.0,2.5,76.0,35.7,60.0,0.0,13,134.70000000000002
30844,1,1,9,13,10,54.0,1.0,2200,1,-15.0,0.5,93.0,35.3,12.0,384.1,3,132.70000000000002
30845,1,1,9,13,4,54.0,1.0,2200,1,-15.0,0.8,91.0,35.0,78.0,150.0,5,133.0
30846,1,1,9,13,7,55.0,1.0,2200,1,-15.0,1,91.0,34.5,80.0,0.0,8,133.20000000000002
30847,1,1,9,13,12,55.0,1.0,2200,1,-15.0,0.6,92.0,34.7,56.0,230.0,4,132.8
30848,1,1,9,13,11,53.0,1.0,2200,1,-15.0,1,89.0,35.4,2.0,0.0,9,133.20000000000002
30849,1,1,9,13,6,55.0,1.0,2200,1,-15.0,-0.4,98.0,34.1,10.0,1528.7,1,132.20000000000002
30850,1,1,11,11,3,56.0,1.0,1600,1,-15.0,1.6,93.0,34.3,96.0,0.0,11,94.0
30851,1,1,11,11,4,56.0,1.0,1600,1,-15.0,0.9,103.0,33.0,12.0,0.0,8,93.30000000000001
30852,1,1,11,11,7,56.0,1.0,1600,1,-15.0,0.5,107.0,32.7,74.0,1512.6,3,92.9
30853,1,1,11,11,12,56.0,1.0,1600,1,-15.0,0.8,104.0,33.2,92.0,0.0,6,93.2
30854,1,1,11,11,10,56.0,1.0,1600,1,-15.0,0.8,103.0,33.4,62.0,590.0,5,93.2
30855,1,1,11,11,2,56.0,1.0,1600,1,-15.0,0.9,98.0,34.7,72.0,0.0,7,93.30000000000001
30856,1,1,11,11,1,58.0,1.0,1600,1,-15.0,-0.3,112.0,33.0,76.0,5988.2,1,92.4
30857,1,1,11,11,11,56.0,1.0,1600,1,-15.0,-0.3,0.0,33.0,60.0,0.0,1,92.4
30858,1,1,11,11,6,56.0,1.0,1600,1,-15.0,0.6,106.0,33.0,72.0,890.0,4,93.0
30859,1,1,11,11,8,56.0,1.0,1600,1,-15.0,1.4,95.0,34.5,70.0,0.0,10,93.80000000000001
30860,1,1,11,11,5,56.0,1.0,1600,1,-15.0,0.3,105.0,34.1,18.0,2425.2,2,92.7
30861,1,1,11,11,9,56.0,1.0,1600,1,-15.0,1,100.0,33.9,94.0,0.0,9,93.4
30862,1,1,10,16,10,55.0,1.0,1900,1,2.0,3.3,84.0,41.0,16.0,0.0,15,121.10000000000001
30863,1,1,10,16,3,57.0,1.0,1900,1,2.0,1,104.0,38.4,18.0,0.0,6,118.80000000000001
30864,1,1,10,16,15,57.0,1.0,1900,1,2.0,1.4,100.0,39.4,2.0,0.0,8,119.2
30865,1,1,10,16,7,57.0,1.0,1900,1,2.0,0,113.0,37.0,72.0,1298.0,1,117.80000000000001
30866,1,1,10,16,16,57.0,1.0,1900,1,2.0,0.2,110.0,37.3,14.0,465.1,3,118.00000000000001
30867,1,1,10,16,4,57.0,1.0,1900,1,2.0,0,112.0,37.4,10.0,1298.0,1,117.80000000000001
30868,1,1,10,16,6,57.0,1.0,1900,1,2.0,2.4,92.0,40.2,72.0,0.0,13,120.2
30869,1,1,10,16,9,57.0,1.0,1900,1,2.0,1.5,99.0,39.2,2.0,0.0,10,119.30000000000001
30870,1,1,10,16,12,57.0,1.0,1900,1,2.0,1.7,98.0,40.0,58.0,0.0,12,119.50000000000001
30871,1,1,10,16,13,57.0,1.0,1900,1,2.0,0.2,110.0,37.8,40.0,270.0,4,118.00000000000001
30872,1,1,10,16,8,57.0,1.0,1900,1,2.0,0.5,108.0,38.0,98.0,182.0,5,118.30000000000001
30873,1,1,10,16,14,57.0,1.0,1900,1,2.0,3.1,86.0,40.7,84.0,0.0,14,120.9
30875,1,1,9,10,8,55.0,1.0,1800,1,-16.0,0.2,83.0,34.4,68.0,383.3,3,108.2
30876,1,1,9,10,10,57.0,1.0,1800,1,-16.0,-0.1,86.0,34.1,88.0,1523.1,1,108.0
30877,1,1,9,10,5,55.0,1.0,1800,1,-16.0,0.1,85.0,34.0,70.0,606.6,2,108.10000000000001
30878,1,1,9,10,6,57.0,1.0,1800,1,-16.0,1.3,73.0,35.0,90.0,0.0,9,109.30000000000001
30879,1,1,9,10,9,57.0,1.0,1800,1,-16.0,0.7,79.0,34.4,94.0,0.0,7,108.7
30880,1,1,9,10,2,55.0,1.0,1800,1,-16.0,0.4,81.0,34.5,62.0,150.0,5,108.4
30881,1,1,9,10,1,55.0,1.0,1800,1,-16.0,1,76.0,34.9,92.0,0.0,8,109.0
30892,1,1,10,16,16,53.0,1.0,1400,1,-4.0,0.6,96.0,36.8,94.0,0.0,6,84.5
30893,1,1,10,16,9,55.0,1.0,1400,1,-4.0,0.9,92.0,37.1,10.0,0.0,8,84.80000000000001
30894,1,1,10,16,12,56.0,1.0,1400,1,-4.0,0.6,96.0,37.3,96.0,182.0,5,84.5
30895,1,1,10,16,7,52.0,1.0,1400,1,-4.0,0.6,0.0,37.3,50.0,0.0,5,84.5
30896,1,1,10,16,2,52.0,1.0,1400,1,-4.0,0.5,97.0,37.1,74.0,270.0,4,84.4
30897,1,1,10,16,8,55.0,1.0,1400,1,-4.0,0.3,100.0,37.3,78.0,740.6,2,84.2
30898,1,1,10,16,14,54.0,1.0,1400,1,-4.0,-0.3,103.0,37.1,2.0,1857.1,1,83.9
30899,1,1,10,16,5,52.0,1.0,1400,1,-4.0,2.6,72.0,38.9,64.0,0.0,14,86.5
30900,1,1,10,16,3,53.0,1.0,1400,1,-4.0,3.6,63.0,39.1,98.0,0.0,15,87.5
30901,1,1,10,16,13,55.0,1.0,1400,1,-4.0,1.8,82.0,38.1,6.0,0.0,12,85.7
30902,1,1,10,16,6,55.0,1.0,1400,1,-4.0,0.4,98.0,36.8,4.0,465.3,3,84.30000000000001
30903,1,1,10,16,4,54.0,1.0,1400,1,-4.0,1.3,88.0,37.0,72.0,0.0,9,85.2
30904,1,1,10,16,10,55.0,1.0,1400,1,-4.0,1.4,87.0,37.4,22.0,0.0,11,85.30000000000001
30905,1,1,10,16,15,53.0,1.0,1400,1,-4.0,1.4,87.0,36.9,48.0,0.0,10,85.30000000000001
30906,1,1,11,14,3,55.0,1.0,1150,1,6.0,1.5,74.0,39.0,98.0,0.0,13,70.30000000000001
30907,1,1,11,14,13,57.0,1.0,1150,1,6.0,2.6,58.0,37.9,96.0,0.0,14,71.4
30908,1,1,11,14,11,57.0,1.0,1150,1,6.0,0.6,87.0,37.9,78.0,182.0,5,69.4
30909,1,1,11,14,9,57.0,1.0,1150,1,6.0,-0.1,96.0,37.5,2.0,1857.1,1,68.80000000000001
30910,1,1,11,14,6,57.0,1.0,1150,1,6.0,0.8,84.0,36.9,82.0,0.0,8,69.60000000000001
30911,1,1,11,14,8,57.0,1.0,1150,1,6.0,1,81.0,38.4,16.0,0.0,10,69.80000000000001
30912,1,1,11,14,14,57.0,1.0,1150,1,6.0,0.8,84.0,38.0,32.0,0.0,6,69.60000000000001
30913,1,1,11,14,1,57.0,1.0,1150,1,6.0,1,81.0,37.1,90.0,0.0,11,69.80000000000001
30914,1,1,11,14,2,55.0,1.0,1150,1,6.0,0.8,84.0,37.2,28.0,0.0,7,69.60000000000001
30915,1,1,11,14,7,55.0,1.0,1150,1,6.0,0.2,93.0,36.8,94.0,270.0,4,69.0
30916,1,1,11,14,10,57.0,1.0,1150,1,6.0,0.1,94.0,36.2,68.0,465.3,3,68.9
30917,1,1,11,17,5,54.0,1.0,2000,1,-16.0,0.9,91.0,35.8,62.0,0.0,8,119.60000000000001
30918,1,1,11,17,8,54.0,1.0,2000,1,-16.0,2.2,81.0,37.8,74.0,0.0,17,120.9
30919,1,1,11,17,6,54.0,1.0,2000,1,-16.0,1.9,83.0,37.4,78.0,0.0,16,120.60000000000001
30920,1,1,11,17,11,54.0,1.0,2000,1,-16.0,0.8,92.0,36.2,38.0,0.0,7,119.50000000000001
30921,1,1,11,17,2,54.0,1.0,2000,1,-16.0,1.3,88.0,36.4,42.0,0.0,12,120.00000000000001
30922,1,1,11,17,15,54.0,1.0,2000,1,-16.0,0.4,96.0,35.4,54.0,780.0,4,119.10000000000001
30923,1,1,11,17,9,54.0,1.0,2000,1,-16.0,0.6,94.0,35.8,30.0,520.0,5,119.30000000000001
30924,1,1,11,17,16,54.0,1.0,2000,1,-16.0,0.1,98.0,35.2,16.0,1317.8,3,118.80000000000001
30925,1,1,11,17,3,54.0,1.0,2000,1,-16.0,0,99.0,35.3,50.0,5324.6,1,118.7
30926,1,1,11,17,12,54.0,1.0,2000,1,-16.0,1,91.0,35.8,60.0,0.0,10,119.7
30927,1,1,11,17,4,54.0,1.0,2000,1,-16.0,1.9,83.0,37.6,96.0,0.0,15,120.60000000000001
30928,1,1,11,17,7,54.0,1.0,2000,1,-16.0,0,99.0,35.3,78.0,2135.6,2,118.7
30929,1,1,11,17,17,54.0,1.0,2000,1,-16.0,1.3,88.0,36.0,68.0,0.0,13,120.00000000000001
30930,1,1,11,17,13,54.0,1.0,2000,1,-16.0,0.6,94.0,35.6,94.0,0.0,6,119.30000000000001
30931,1,1,11,17,10,54.0,1.0,2000,1,-16.0,1,92.0,35.5,80.0,0.0,9,119.7
30932,1,1,11,17,14,54.0,1.0,2000,1,-16.0,1.4,87.0,36.3,38.0,0.0,14,120.10000000000001
30933,1,1,11,17,1,54.0,1.0,2000,1,-16.0,1.1,91.0,35.7,78.0,0.0,11,119.80000000000001
30934,1,1,12,16,5,55.0,1.0,1600,1,-3.0,1.6,84.0,38.7,88.0,0.0,16,98.9
30935,1,1,12,16,3,57.0,1.0,1600,1,-3.0,0.7,93.0,38.6,74.0,0.0,11,98.0
30936,1,1,12,16,12,57.0,1.0,1600,1,-3.0,0.6,94.0,37.8,12.0,0.0,7,97.9
30937,1,1,12,16,8,57.0,1.0,1400,1,2.0,0.3,91.0,36.8,28.0,440.0,2,85.0
30938,1,1,12,16,15,57.0,1.0,1400,1,2.0,0.3,91.0,36.3,86.0,280.0,3,85.0
30939,1,1,12,16,16,57.0,1.0,1400,1,2.0,1.2,81.0,37.3,74.0,0.0,9,85.9
30940,1,1,12,16,8,57.0,1.0,1600,1,-3.0,0.5,95.0,37.2,72.0,280.0,3,97.80000000000001
30941,1,1,12,16,15,57.0,1.0,1600,1,-3.0,0.9,91.0,37.3,68.0,0.0,12,98.2
30942,1,1,12,16,16,57.0,1.0,1600,1,-3.0,1,90.0,37.8,34.0,0.0,13,98.30000000000001
30943,1,1,12,16,7,57.0,1.0,1400,1,2.0,0.4,90.0,37.4,24.0,170.0,4,85.10000000000001
30944,1,1,12,16,10,55.0,1.0,1600,1,-3.0,1.1,89.0,37.6,88.0,0.0,14,98.4
30945,1,1,12,16,13,57.0,1.0,1400,1,2.0,0.4,90.0,36.4,82.0,110.0,5,85.10000000000001
30946,1,1,12,16,3,57.0,1.0,1400,1,2.0,1.2,81.0,37.6,80.0,0.0,11,85.9
30947,1,1,12,16,1,57.0,1.0,1600,1,-3.0,0.6,94.0,37.5,78.0,0.0,6,97.9
30948,1,1,12,16,6,57.0,1.0,1600,1,-3.0,0.6,94.0,37.5,78.0,110.0,5,97.9
30949,1,1,12,16,11,57.0,1.0,1400,1,2.0,0.5,89.0,37.3,34.0,0.0,6,85.2
30950,1,1,12,16,9,57.0,1.0,1600,1,-3.0,0.3,97.0,37.8,86.0,440.0,2,97.60000000000001
30951,1,1,12,16,7,57.0,1.0,1600,1,-3.0,0.7,93.0,36.9,28.0,0.0,8,98.0
30952,1,1,12,16,9,55.0,1.0,1400,1,2.0,2.7,63.0,39.2,98.0,0.0,16,87.4
30953,1,1,12,16,14,57.0,1.0,1600,1,-3.0,0.5,95.0,37.4,32.0,170.0,4,97.80000000000001
30954,1,1,12,16,11,57.0,1.0,1600,1,-3.0,-0.3,100.0,37.6,78.0,1100.0,1,97.30000000000001
30955,1,1,12,16,4,57.0,1.0,1400,1,2.0,1.1,82.0,37.8,36.0,0.0,8,85.80000000000001
30956,1,1,12,16,1,57.0,1.0,1400,1,2.0,1.7,75.0,38.4,80.0,0.0,15,86.4
30957,1,1,12,16,2,54.0,1.0,1400,1,2.0,1.4,78.0,37.7,42.0,0.0,13,86.10000000000001
30958,1,1,12,16,2,55.0,1.0,1600,1,-3.0,1.2,88.0,38.4,32.0,0.0,15,98.5
30959,1,1,12,16,13,57.0,1.0,1600,1,-3.0,0.7,93.0,37.8,90.0,0.0,9,98.0
30960,1,1,12,16,4,57.0,1.0,1600,1,-3.0,0.7,93.0,38.6,92.0,0.0,10,98.0
30961,1,1,12,16,6,57.0,1.0,1400,1,2.0,-0.3,95.0,36.3,98.0,1100.0,1,84.7
30962,1,1,12,16,5,54.0,1.0,1400,1,2.0,1.2,81.0,37.3,94.0,0.0,10,85.9
30963,1,1,12,16,14,57.0,1.0,1400,1,2.0,1.3,79.0,38.0,0.0,0.0,12,86.0
30964,1,1,7,9,7,55.0,1.0,2000,1,-16.0,0,93.0,34.2,54.0,760.0,1,120.00000000000001
30965,1,1,9,11,1,57.0,1.0,1800,1,0.0,0.2,84.0,35.4,98.0,190.0,3,109.7
30966,1,1,9,11,7,57.0,1.0,1800,1,0.0,0.1,85.0,34.9,50.0,300.0,2,109.60000000000001
30967,1,1,7,9,3,55.0,1.0,2000,1,-16.0,0.9,86.0,34.8,32.0,76.0,5,120.9
30968,1,1,8,16,16,55.0,1.0,1400,1,-4.0,1.2,76.0,38.4,8.0,0.0,12,86.2
30969,1,1,8,16,15,57.0,1.0,1150,1,6.0,0.5,81.0,37.3,0.0,300.0,2,69.80000000000001
30970,1,1,7,15,5,57.0,1.0,1400,1,-15.0,0,80.0,33.9,72.0,760.0,1,82.7
30971,1,1,8,9,3,57.0,1.0,1800,1,2.0,0.8,82.0,38.8,64.0,110.0,4,114.50000000000001
30972,1,1,9,11,8,54.0,1.0,1800,1,0.0,-0.1,86.0,35.1,44.0,760.0,1,109.5
30973,1,1,7,13,12,55.0,1.0,1700,1,6.0,1.4,61.0,40.8,74.0,0.0,12,110.30000000000001
30974,1,1,8,16,1,54.0,1.0,1150,1,6.0,0.5,81.0,37.9,74.0,110.0,4,69.80000000000001
30975,1,1,7,9,4,57.0,1.0,2000,1,-16.0,0,95.0,33.7,72.0,190.0,3,120.00000000000001
30976,1,1,8,16,8,57.0,1.0,1400,1,-4.0,0,0.0,33.7,22.0,0.0,3,120.00000000000001
30977,1,1,8,16,11,54.0,1.0,1150,1,6.0,0.7,78.0,38.4,62.0,0.0,7,70.0
30978,1,1,8,16,16,54.0,1.0,1150,1,6.0,-0.5,88.0,37.4,80.0,760.0,1,69.30000000000001
30979,1,1,8,16,12,57.0,1.0,1400,1,-4.0,0,90.0,36.8,14.0,760.0,1,85.0
30980,1,1,7,15,13,55.0,1.0,1400,1,-15.0,1.2,64.0,34.8,82.0,0.0,15,83.9
30981,1,1,9,11,9,55.0,1.0,1800,1,0.0,0.4,83.0,35.6,76.0,76.0,5,109.9
30982,1,1,7,9,9,57.0,1.0,2000,1,-16.0,0,93.0,34.4,0.0,300.0,2,120.00000000000001
30983,1,1,8,16,13,57.0,1.0,1150,1,6.0,0.5,81.0,37.0,74.0,190.0,3,69.80000000000001
30984,1,1,9,11,6,57.0,1.0,1800,1,0.0,3.7,48.0,39.0,48.0,0.0,10,113.2
30985,1,1,8,16,3,55.0,1.0,1150,1,6.0,1.6,65.0,38.3,0.0,0.0,14,70.9
30986,1,1,7,15,6,55.0,1.0,1400,1,-15.0,0.2,78.0,33.9,58.0,110.0,4,82.9
30987,1,1,9,11,2,57.0,1.0,1800,1,0.0,0.3,82.0,35.6,52.0,110.0,4,109.80000000000001
30988,1,1,7,15,2,57.0,1.0,1400,1,-15.0,0.3,76.0,33.7,76.0,0.0,6,83.0
30989,1,1,7,15,12,55.0,1.0,1400,1,-15.0,0.8,70.0,34.1,60.0,0.0,10,83.5
30990,1,1,7,15,15,55.0,1.0,1400,1,-15.0,0.2,78.0,33.7,68.0,190.0,3,82.9
30991,1,1,8,9,5,57.0,1.0,1800,1,2.0,4.3,50.0,43.2,6.0,0.0,8,118.00000000000001
30992,1,1,7,13,6,53.0,1.0,1700,1,6.0,0,75.0,38.6,58.0,760.0,1,108.9
30993,1,1,8,16,6,57.0,1.0,1400,1,-4.0,1,78.0,36.8,94.0,0.0,10,86.0
30994,1,1,7,15,3,55.0,1.0,1400,1,-15.0,0.8,70.0,33.7,50.0,0.0,11,83.5
30995,1,1,8,16,8,55.0,1.0,1150,1,6.0,0.6,80.0,36.3,36.0,0.0,6,69.9
30996,1,1,7,15,14,57.0,1.0,1400,1,-15.0,1,68.0,33.8,70.0,0.0,14,83.7
30997,1,1,9,11,11,53.0,1.0,1800,1,0.0,2.2,62.0,35.8,58.0,0.0,9,111.7
30998,1,1,8,16,1,55.0,1.0,1400,1,-4.0,0.7,83.0,36.6,2.0,0.0,7,85.7
30999,1,1,8,16,5,57.0,1.0,1400,1,-4.0,0.8,81.0,37.4,2.0,0.0,8,85.80000000000001
31000,1,1,7,15,11,55.0,1.0,1400,1,-15.0,0.9,69.0,33.9,82.0,0.0,13,83.60000000000001
31001,1,1,8,9,8,55.0,1.0,1800,1,2.0,1.1,79.0,39.5,42.0,76.0,5,114.80000000000001
31002,1,1,7,13,1,55.0,1.0,1700,1,6.0,0.4,71.0,39.7,70.0,76.0,5,109.30000000000001
31003,1,1,8,16,9,55.0,1.0,1400,1,-4.0,0.2,88.0,37.7,64.0,190.0,3,85.2
31004,1,1,9,11,4,53.0,1.0,1800,1,0.0,0.4,81.0,35.5,2.0,0.0,6,109.9
31005,1,1,8,9,1,54.0,1.0,1800,1,2.0,-0.3,90.0,38.1,66.0,760.0,1,113.7
31006,1,1,7,15,8,57.0,1.0,1400,1,-15.0,0,80.0,33.6,22.0,300.0,2,82.7
31007,1,1,7,9,2,52.0,1.0,2000,1,-16.0,2.8,67.0,36.0,90.0,0.0,9,122.80000000000001
31008,1,1,7,9,8,54.0,1.0,2000,1,-16.0,2,74.0,35.7,56.0,0.0,8,122.00000000000001
31009,1,1,8,16,4,57.0,1.0,1400,1,-4.0,0,90.0,37.0,80.0,300.0,2,85.0
31010,1,1,8,16,14,57.0,1.0,1400,1,-4.0,0.5,84.0,37.9,96.0,76.0,5,85.5
31011,1,1,8,16,11,57.0,1.0,1400,1,-4.0,0.6,83.0,36.9,18.0,0.0,6,85.60000000000001
31012,1,1,7,15,4,55.0,1.0,1400,1,-15.0,0.3,75.0,34.2,78.0,76.0,5,83.0
31013,1,1,8,9,7,57.0,1.0,1800,1,2.0,0.5,84.0,39.3,82.0,190.0,3,114.2
31014,1,1,8,9,9,57.0,1.0,1800,1,2.0,0.5,0.0,39.3,10.0,0.0,3,114.2
31015,1,1,7,13,7,55.0,1.0,1700,1,6.0,1.1,64.0,40.5,90.0,0.0,8,110.0
31016,1,1,8,16,7,55.0,1.0,1150,1,6.0,1,74.0,38.1,80.0,0.0,9,70.30000000000001
31017,1,1,8,16,5,53.0,1.0,1150,1,6.0,1.8,62.0,38.6,30.0,0.0,15,71.10000000000001
31018,1,1,9,11,3,57.0,1.0,1800,1,0.0,4.9,37.0,38.4,56.0,0.0,11,114.4
31019,1,1,1,16,14,54.0,1.0,1400,1,-4.0,2.2,57.0,39.6,18.0,0.0,11,87.80000000000001
31020,1,1,1,16,4,54.0,1.0,1200,1,2.0,1.5,56.0,38.2,22.0,51.0,5,75.30000000000001
31021,1,1,3,15,6,55.0,1.0,1700,1,6.0,1.5,61.0,40.3,70.0,0.0,7,110.4
31022,1,1,5,18,12,56.0,1.0,1400,1,-16.0,0.6,84.0,34.0,52.0,51.0,5,82.2
31023,1,1,2,16,13,56.0,1.0,1800,1,2.0,0.8,65.0,40.6,34.0,0.0,9,116.30000000000001
31024,1,1,1,16,5,55.0,1.0,1200,1,2.0,1.1,54.0,37.5,4.0,130.0,3,74.9
31025,1,1,1,16,13,54.0,1.0,1400,1,-4.0,-0.5,83.0,36.9,26.0,510.0,1,85.60000000000001
31026,1,1,1,16,9,53.0,1.0,1150,1,6.0,0.8,50.0,38.1,74.0,0.0,6,71.9
31027,1,1,4,16,4,54.0,1.0,1600,1,-16.0,1.5,82.0,35.4,88.0,0.0,6,94.7
31028,1,1,2,16,1,56.0,1.0,1800,1,2.0,0.3,70.0,40.5,2.0,77.0,4,115.80000000000001
31029,1,1,1,16,14,56.0,1.0,1200,1,2.0,0.3,0.0,40.5,10.0,0.0,4,115.80000000000001
31030,1,1,3,18,13,54.0,1.0,2000,1,-15.0,2,65.0,35.7,30.0,0.0,15,123.10000000000001
31031,1,1,2,16,5,56.0,1.0,1200,1,0.0,0,87.0,35.6,84.0,200.0,2,69.9
31032,1,1,1,16,14,51.0,1.0,1150,1,6.0,0.5,55.0,38.9,72.0,77.0,4,71.60000000000001
31033,1,1,5,18,15,56.0,1.0,1400,1,-16.0,0.6,84.0,33.9,12.0,0.0,6,82.2
31034,1,1,2,16,1,56.0,1.0,1600,1,-4.0,0.1,89.0,37.9,10.0,200.0,2,98.30000000000001
31035,1,1,3,8,3,56.0,1.0,2400,1,-16.0,0.5,76.0,35.5,56.0,130.0,3,149.0
31036,1,1,3,8,8,56.0,1.0,2400,1,-16.0,0.6,75.0,35.5,90.0,77.0,4,149.10000000000002
31037,1,1,2,16,8,56.0,1.0,1800,1,2.0,0.4,69.0,39.5,80.0,51.0,5,115.9
31038,1,1,6,16,16,55.0,1.0,2000,1,0.0,2.7,70.0,36.8,94.0,0.0,14,123.9
31039,1,1,1,16,13,56.0,1.0,1200,1,2.0,-0.7,70.0,37.4,52.0,510.0,1,73.80000000000001
31040,1,1,5,14,14,56.0,1.0,1800,1,-15.0,-0.4,86.0,34.3,88.0,510.0,1,108.2
31041,1,1,5,16,11,54.0,1.0,1200,1,0.0,0.5,62.0,36.8,96.0,0.0,12,71.60000000000001
31042,1,1,2,16,14,52.0,1.0,1200,1,0.0,0.8,75.0,36.2,28.0,0.0,8,70.7
31043,1,1,4,18,11,56.0,1.0,1200,1,-15.0,2.1,66.0,35.5,4.0,0.0,10,70.30000000000001
31044,1,1,1,16,1,54.0,1.0,1400,1,-4.0,0.8,74.0,38.1,86.0,130.0,3,86.4
31045,1,1,6,16,5,56.0,1.0,2000,1,0.0,0.9,87.0,35.9,76.0,0.0,8,122.10000000000001
31046,1,1,5,18,1,56.0,1.0,1400,1,-16.0,0.5,82.0,34.9,10.0,77.0,4,82.10000000000001
31047,1,1,1,16,5,54.0,1.0,1400,1,-4.0,2.2,57.0,38.9,32.0,0.0,12,87.80000000000001
31048,1,1,3,15,2,55.0,1.0,1700,1,6.0,1.3,62.0,40.9,4.0,0.0,6,110.2
31049,1,1,2,16,6,56.0,1.0,1200,1,0.0,1.3,0.0,40.9,48.0,0.0,6,110.2
31050,1,1,2,16,9,56.0,1.0,1800,1,2.0,2.7,49.0,41.4,82.0,0.0,13,118.2
31051,1,1,2,16,8,56.0,1.0,1600,1,-4.0,1.3,77.0,37.6,72.0,0.0,9,99.5
31052,1,1,1,16,10,54.0,1.0,1400,1,-4.0,1,71.0,38.1,54.0,77.0,4,86.60000000000001
31053,1,1,5,18,4,54.0,1.0,1400,1,-16.0,-0.3,90.0,33.9,76.0,510.0,1,81.60000000000001
31054,1,1,4,18,17,54.0,1.0,1200,1,-15.0,2.3,66.0,34.2,60.0,0.0,14,70.5
31055,1,1,5,16,13,54.0,1.0,1200,1,0.0,0.3,65.0,35.5,66.0,0.0,7,71.4
31056,1,1,2,16,6,56.0,1.0,1600,1,-4.0,-0.1,90.0,38.1,84.0,510.0,1,98.2
31057,1,1,5,18,10,54.0,1.0,1400,1,-16.0,0.3,88.0,33.9,42.0,200.0,2,81.9
31058,1,1,3,15,1,54.0,1.0,1700,1,6.0,-0.3,75.0,39.1,34.0,510.0,1,108.9
31059,1,1,1,16,8,51.0,1.0,1150,1,6.0,0.5,55.0,39.1,40.0,130.0,3,71.60000000000001
31060,1,1,5,18,7,56.0,1.0,1400,1,-16.0,1.2,73.0,35.3,82.0,0.0,9,82.80000000000001
31061,1,1,2,16,7,56.0,1.0,1800,1,2.0,3.3,43.0,42.6,0.0,0.0,14,118.80000000000001
31062,1,1,4,16,9,54.0,1.0,1600,1,-16.0,1,87.0,35.1,32.0,77.0,4,94.2
31063,1,1,3,18,7,54.0,1.0,2000,1,-15.0,0.5,78.0,36.0,22.0,130.0,3,121.60000000000001
31064,1,1,3,15,11,53.0,1.0,1700,1,6.0,2,56.0,41.1,82.0,0.0,9,110.9
31065,1,1,5,18,18,54.0,1.0,1400,1,-16.0,0.3,86.0,34.2,14.0,130.0,3,81.9
31066,1,1,2,16,3,56.0,1.0,1200,1,0.0,0,87.0,34.6,60.0,510.0,1,69.9
31067,1,1,5,16,15,54.0,1.0,1200,1,0.0,0.1,68.0,35.1,92.0,77.0,4,71.2
31068,1,1,2,16,7,56.0,1.0,1200,1,0.0,0.3,83.0,35.3,6.0,0.0,6,70.2
31069,1,1,3,8,6,53.0,1.0,2400,1,-16.0,1.1,72.0,35.7,70.0,0.0,7,149.60000000000002
31070,1,1,6,16,3,55.0,1.0,2000,1,0.0,1.9,77.0,37.9,4.0,0.0,11,123.10000000000001
31071,1,1,4,18,8,56.0,1.0,1200,1,-15.0,1.1,81.0,33.9,6.0,0.0,6,69.30000000000001
31072,1,1,4,18,13,53.0,1.0,1200,1,-15.0,-0.3,97.0,33.6,94.0,510.0,1,68.2
