現在時刻,予測時刻,オーダー,予測値,MACD_judge,現在価格,tp,sl
2021/04/10/ 12:03:37,2021-03-23 05:15,注文無し,108.795,0,108.797,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:38,2021-03-23 05:30,買い注文,108.802,0,108.79799999999999,108.81599999999999,108.78499999999998
2021/04/10/ 12:03:38,2021-03-23 05:45,買い注文,108.808,1,108.836,108.854,108.823
2021/04/10/ 12:03:38,2021-03-23 06:00,注文無し,108.82,0,108.836,108.854,108.823
2021/04/10/ 12:03:38,2021-03-23 06:15,売り注文,108.813,0,108.837,108.819,108.85000000000001
2021/04/10/ 12:03:38,2021-03-23 06:30,買い注文,108.83,0,108.845,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:38,2021-03-23 06:45,買い注文,108.831,0,108.84200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:38,2021-03-23 07:00,売り注文,108.83,0,108.849,motikosi,108.86200000000001
2021/04/10/ 12:03:39,2021-03-23 07:15,買い注文,108.834,0,108.848,108.866,108.835
2021/04/10/ 12:03:39,2021-03-23 07:30,売り注文,108.833,1,108.843,108.825,108.85600000000001
2021/04/10/ 12:03:39,2021-03-23 07:45,売り注文,108.829,1,108.831,motikosi,108.84400000000001
2021/04/10/ 12:03:39,2021-03-23 08:00,売り注文,108.82,1,108.804,motikosi,108.81700000000001
2021/04/10/ 12:03:39,2021-03-23 08:15,売り注文,108.81,1,108.803,motikosi,108.816
2021/04/10/ 12:03:39,2021-03-23 08:30,注文無し,108.81,1,108.804,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:39,2021-03-23 08:45,売り注文,108.807,1,108.803,108.785,108.816
2021/04/10/ 12:03:39,2021-03-23 09:00,注文無し,108.811,1,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 09:15,注文無し,108.811,1,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 09:30,注文無し,108.815,1,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 09:45,注文無し,108.778,0,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 10:00,注文無し,108.805,0,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 10:15,注文無し,108.814,0,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 10:30,注文無し,108.82,0,108.803,108.785,108.816
2021/04/10/ 12:03:40,2021-03-23 10:45,注文無し,108.833,0,108.803,108.785,108.816
2021/04/10/ 12:03:41,2021-03-23 11:00,注文無し,108.846,1,108.803,108.785,108.816
2021/04/10/ 12:03:41,2021-03-23 11:15,注文無し,108.828,1,108.803,108.785,108.816
2021/04/10/ 12:03:41,2021-03-23 11:30,注文無し,108.795,1,108.803,108.785,108.816
2021/04/10/ 12:03:41,2021-03-23 11:45,注文無し,108.759,1,108.803,108.785,108.816
2021/04/10/ 12:03:41,2021-03-23 12:00,売り注文,108.739,1,108.73599999999999,108.71799999999999,108.749
2021/04/10/ 12:03:41,2021-03-23 12:15,買い注文,108.751,1,108.76,108.778,108.747
2021/04/10/ 12:03:41,2021-03-23 12:30,買い注文,108.76,1,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:03:42,2021-03-23 12:45,売り注文,108.751,1,108.741,108.723,108.754
2021/04/10/ 12:03:42,2021-03-23 13:00,売り注文,108.75,1,108.747,motikosi,108.76
2021/04/10/ 12:03:42,2021-03-23 13:15,売り注文,108.748,1,108.74,108.722,108.753
2021/04/10/ 12:03:42,2021-03-23 13:30,売り注文,108.734,1,108.703,108.685,108.71600000000001
2021/04/10/ 12:03:42,2021-03-23 13:45,売り注文,108.732,1,108.717,108.699,108.73
2021/04/10/ 12:03:42,2021-03-23 14:00,買い注文,108.736,0,108.73,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:43,2021-03-23 14:15,買い注文,108.739,0,108.744,108.762,108.731
2021/04/10/ 12:03:43,2021-03-23 14:30,売り注文,108.736,0,108.734,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:43,2021-03-23 14:45,買い注文,108.75,0,108.74799999999999,108.76599999999999,108.73499999999999
2021/04/10/ 12:03:43,2021-03-23 15:00,買い注文,108.755,0,108.76,108.778,108.747
2021/04/10/ 12:03:43,2021-03-23 15:15,注文無し,108.762,0,108.76,108.778,108.747
2021/04/10/ 12:03:43,2021-03-23 15:30,売り注文,108.751,1,108.74300000000001,108.72500000000001,108.75600000000001
2021/04/10/ 12:03:44,2021-03-23 15:45,売り注文,108.749,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 16:00,注文無し,108.743,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 16:15,注文無し,108.75,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 16:30,注文無し,108.743,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 16:45,注文無し,108.737,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 17:00,注文無し,108.743,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:44,2021-03-23 17:15,注文無し,108.747,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 17:30,注文無し,108.745,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 17:45,注文無し,108.765,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 18:00,注文無し,108.767,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 18:15,注文無し,108.774,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 18:30,注文無し,108.772,0,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:45,2021-03-23 18:45,注文無し,108.763,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:46,2021-03-23 19:00,注文無し,108.767,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:46,2021-03-23 19:15,注文無し,108.751,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:46,2021-03-23 19:30,注文無し,108.722,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:46,2021-03-23 19:45,注文無し,108.749,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:46,2021-03-23 20:00,注文無し,108.748,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:47,2021-03-23 20:15,注文無し,108.713,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:47,2021-03-23 20:30,注文無し,108.666,1,108.724,108.706,108.73700000000001
2021/04/10/ 12:03:47,2021-03-23 20:45,買い注文,108.723,0,108.52,108.538,108.50699999999999
2021/04/10/ 12:03:47,2021-03-23 21:00,注文無し,108.726,0,108.52,108.538,108.50699999999999
2021/04/10/ 12:03:47,2021-03-23 21:15,売り注文,108.709,1,108.53999999999999,108.52199999999999,108.553
2021/04/10/ 12:03:47,2021-03-23 21:30,売り注文,108.668,0,108.52300000000001,108.50500000000001,108.53600000000002
2021/04/10/ 12:03:48,2021-03-23 21:45,買い注文,108.74,0,108.552,108.58900000000001,108.539
2021/04/10/ 12:03:48,2021-03-23 22:00,買い注文,108.744,0,108.53,108.548,108.517
2021/04/10/ 12:03:48,2021-03-23 22:15,売り注文,108.727,0,108.56099999999999,108.54299999999999,108.574
2021/04/10/ 12:03:48,2021-03-23 22:30,売り注文,108.683,0,108.563,108.545,108.57600000000001
2021/04/10/ 12:03:48,2021-03-23 22:45,注文無し,108.758,0,108.563,108.545,108.57600000000001
2021/04/10/ 12:03:48,2021-03-23 23:00,売り注文,108.756,0,108.615,108.597,108.628
2021/04/10/ 12:03:48,2021-03-23 23:15,注文無し,108.743,0,108.615,108.597,108.628
2021/04/10/ 12:03:49,2021-03-23 23:30,売り注文,108.708,0,108.631,108.613,108.644
2021/04/10/ 12:03:49,2021-03-23 23:45,買い注文,108.768,0,108.676,108.694,108.663
2021/04/10/ 12:03:49,2021-03-24 00:00,注文無し,108.768,0,108.65400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:49,2021-03-24 00:15,注文無し,108.758,0,108.65400000000001,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:49,2021-03-24 00:30,売り注文,108.708,0,108.645,108.627,108.658
2021/04/10/ 12:03:49,2021-03-24 00:45,買い注文,108.785,0,108.682,108.7,108.669
2021/04/10/ 12:03:49,2021-03-24 01:00,注文無し,108.784,0,108.682,108.7,108.669
2021/04/10/ 12:03:50,2021-03-24 01:15,注文無し,108.764,1,108.682,108.7,108.669
2021/04/10/ 12:03:50,2021-03-24 01:30,売り注文,108.702,0,108.60499999999999,108.58699999999999,108.618
2021/04/10/ 12:03:50,2021-03-24 01:45,買い注文,108.795,0,108.676,108.694,108.663
2021/04/10/ 12:03:50,2021-03-24 02:00,売り注文,108.787,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:03:50,2021-03-24 02:15,売り注文,108.761,0,108.66,108.642,108.673
2021/04/10/ 12:03:50,2021-03-24 02:30,売り注文,108.702,0,108.68499999999999,108.66699999999999,108.698
2021/04/10/ 12:03:50,2021-03-24 02:45,買い注文,108.781,0,108.713,108.731,108.69999999999999
2021/04/10/ 12:03:51,2021-03-24 03:00,売り注文,108.776,0,108.732,108.714,108.745
2021/04/10/ 12:03:51,2021-03-24 03:15,売り注文,108.769,0,108.72099999999999,108.70299999999999,108.734
2021/04/10/ 12:03:51,2021-03-24 03:30,売り注文,108.72,0,108.71499999999999,108.69699999999999,108.728
2021/04/10/ 12:03:51,2021-03-24 03:45,買い注文,108.78,1,108.73299999999999,108.75099999999999,108.71999999999998
2021/04/10/ 12:03:51,2021-03-24 04:00,売り注文,108.779,1,108.71499999999999,108.69699999999999,108.728
2021/04/10/ 12:03:51,2021-03-24 04:15,注文無し,108.768,0,108.71499999999999,108.69699999999999,108.728
2021/04/10/ 12:03:51,2021-03-24 04:30,注文無し,108.722,1,108.71499999999999,108.69699999999999,108.728
2021/04/10/ 12:03:52,2021-03-24 04:45,買い注文,108.777,1,108.65799999999999,108.67599999999999,108.64499999999998
2021/04/10/ 12:03:52,2021-03-24 05:00,買い注文,108.816,1,108.61399999999999,108.63199999999999,108.60099999999998
2021/04/10/ 12:03:52,2021-03-24 05:15,売り注文,108.766,1,108.602,108.584,108.61500000000001
2021/04/10/ 12:03:52,2021-03-24 05:30,売り注文,108.695,1,108.581,108.563,108.59400000000001
2021/04/10/ 12:03:52,2021-03-24 05:45,買い注文,108.874,1,108.603,108.621,108.58999999999999
2021/04/10/ 12:03:52,2021-03-24 06:00,売り注文,108.844,1,108.567,108.54899999999999,108.58
2021/04/10/ 12:03:52,2021-03-24 06:15,売り注文,108.754,1,108.581,108.563,108.59400000000001
2021/04/10/ 12:03:53,2021-03-24 06:30,売り注文,108.697,1,108.582,108.564,108.595
2021/04/10/ 12:03:53,2021-03-24 06:45,買い注文,108.893,0,108.602,108.62,108.589
2021/04/10/ 12:03:53,2021-03-24 07:00,売り注文,108.835,0,108.61900000000001,108.60100000000001,108.63200000000002
2021/04/10/ 12:03:53,2021-03-24 07:15,売り注文,108.742,0,108.63499999999999,108.61699999999999,108.648
2021/04/10/ 12:03:53,2021-03-24 07:30,売り注文,108.689,1,108.616,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:53,2021-03-24 07:45,買い注文,108.883,0,108.604,108.622,108.591
2021/04/10/ 12:03:53,2021-03-24 08:00,売り注文,108.84,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 08:15,注文無し,108.745,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 08:30,注文無し,108.694,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 08:45,注文無し,108.886,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 09:00,注文無し,108.849,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 09:15,注文無し,108.766,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 09:30,注文無し,108.714,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:54,2021-03-24 09:45,注文無し,108.733,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 10:00,注文無し,108.722,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 10:15,注文無し,108.71,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 10:30,注文無し,108.678,0,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 10:45,注文無し,108.732,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 11:00,注文無し,108.733,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 11:15,注文無し,108.725,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:55,2021-03-24 11:30,注文無し,108.687,1,108.61099999999999,108.59299999999999,108.624
2021/04/10/ 12:03:56,2021-03-24 11:45,買い注文,108.73,1,108.508,108.526,108.49499999999999
2021/04/10/ 12:03:56,2021-03-24 12:00,売り注文,108.729,1,108.517,108.499,108.53
2021/04/10/ 12:03:56,2021-03-24 12:15,売り注文,108.718,0,108.47099999999999,108.45299999999999,108.484
2021/04/10/ 12:03:56,2021-03-24 12:30,売り注文,108.666,0,108.505,108.487,108.518
2021/04/10/ 12:03:56,2021-03-24 12:45,注文無し,108.735,0,108.505,108.487,108.518
2021/04/10/ 12:03:56,2021-03-24 13:00,注文無し,108.731,0,108.505,108.487,108.518
2021/04/10/ 12:03:56,2021-03-24 13:15,売り注文,108.714,0,108.565,108.547,108.578
2021/04/10/ 12:03:56,2021-03-24 13:30,売り注文,108.673,0,108.535,108.517,108.548
2021/04/10/ 12:03:57,2021-03-24 13:45,買い注文,108.74,1,108.51899999999999,108.53699999999999,108.50599999999999
2021/04/10/ 12:03:57,2021-03-24 14:00,売り注文,108.734,0,108.505,motikosi,108.518
2021/04/10/ 12:03:57,2021-03-24 14:15,売り注文,108.722,1,108.51400000000001,108.49600000000001,108.52700000000002
2021/04/10/ 12:03:57,2021-03-24 14:30,売り注文,108.676,0,108.49300000000001,108.47500000000001,108.50600000000001
2021/04/10/ 12:03:57,2021-03-24 14:45,買い注文,108.748,0,108.51299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:03:57,2021-03-24 15:00,注文無し,108.748,0,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:58,2021-03-24 15:15,注文無し,108.726,0,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:58,2021-03-24 15:30,注文無し,108.674,1,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:03:58,2021-03-24 15:45,買い注文,108.755,1,108.50399999999999,108.52199999999999,108.49099999999999
2021/04/10/ 12:03:58,2021-03-24 16:00,売り注文,108.746,0,108.497,108.479,108.51
2021/04/10/ 12:03:58,2021-03-24 16:15,注文無し,108.725,0,108.497,108.479,108.51
2021/04/10/ 12:03:58,2021-03-24 16:30,注文無し,108.676,0,108.497,108.479,108.51
2021/04/10/ 12:03:58,2021-03-24 16:45,注文無し,108.738,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 17:00,注文無し,108.74,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 17:15,注文無し,108.735,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 17:30,注文無し,108.691,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 17:45,注文無し,108.765,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 18:00,注文無し,108.76,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 18:15,注文無し,108.744,0,108.497,108.479,108.51
2021/04/10/ 12:03:59,2021-03-24 18:30,注文無し,108.7,0,108.497,108.479,108.51
2021/04/10/ 12:04:00,2021-03-24 18:45,注文無し,108.776,0,108.497,108.479,108.51
2021/04/10/ 12:04:00,2021-03-24 19:00,売り注文,108.764,1,108.677,108.659,108.69000000000001
2021/04/10/ 12:04:00,2021-03-24 19:15,注文無し,108.752,1,108.677,108.659,108.69000000000001
2021/04/10/ 12:04:00,2021-03-24 19:30,注文無し,108.7,0,108.677,108.659,108.69000000000001
2021/04/10/ 12:04:00,2021-03-24 19:45,買い注文,108.775,0,108.706,108.724,108.693
2021/04/10/ 12:04:00,2021-03-24 20:00,売り注文,108.756,0,108.742,108.724,108.75500000000001
2021/04/10/ 12:04:00,2021-03-24 20:15,売り注文,108.751,0,108.71499999999999,108.69699999999999,108.728
2021/04/10/ 12:04:00,2021-03-24 20:30,売り注文,108.721,1,108.72900000000001,108.71100000000001,108.74200000000002
2021/04/10/ 12:04:01,2021-03-24 20:45,買い注文,108.763,1,108.71600000000001,108.73400000000001,108.703
2021/04/10/ 12:04:01,2021-03-24 21:00,売り注文,108.762,1,108.679,108.661,108.69200000000001
2021/04/10/ 12:04:01,2021-03-24 21:15,売り注文,108.752,1,108.683,108.646,108.69600000000001
2021/04/10/ 12:04:01,2021-03-24 21:30,売り注文,108.695,1,108.65499999999999,108.63699999999999,108.66799999999999
2021/04/10/ 12:04:01,2021-03-24 21:45,注文無し,108.787,1,108.65499999999999,108.63699999999999,108.66799999999999
2021/04/10/ 12:04:01,2021-03-24 22:00,売り注文,108.773,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:01,2021-03-24 22:15,注文無し,108.743,1,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 22:30,注文無し,108.69,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 22:45,注文無し,108.755,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 23:00,注文無し,108.799,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 23:15,注文無し,108.888,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 23:30,注文無し,108.864,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-24 23:45,注文無し,108.85,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:02,2021-03-25 00:00,注文無し,108.87,0,108.66999999999999,108.65199999999999,108.68299999999999
2021/04/10/ 12:04:03,2021-03-25 00:15,買い注文,108.887,0,108.898,108.916,108.88499999999999
2021/04/10/ 12:04:03,2021-03-25 00:30,売り注文,108.882,1,108.90499999999999,108.88699999999999,108.91799999999999
2021/04/10/ 12:04:03,2021-03-25 00:45,売り注文,108.877,1,108.87499999999999,108.85699999999999,108.88799999999999
2021/04/10/ 12:04:03,2021-03-25 01:00,注文無し,108.861,1,108.87499999999999,108.85699999999999,108.88799999999999
2021/04/10/ 12:04:03,2021-03-25 01:15,買い注文,108.871,1,108.86900000000001,108.83200000000001,108.88200000000002
2021/04/10/ 12:04:03,2021-03-25 01:30,売り注文,108.839,1,108.817,108.79899999999999,108.83
2021/04/10/ 12:04:04,2021-03-25 01:45,売り注文,108.795,1,108.80499999999999,108.78699999999999,108.818
2021/04/10/ 12:04:04,2021-03-25 02:00,売り注文,108.783,1,108.757,108.739,108.77000000000001
2021/04/10/ 12:04:04,2021-03-25 02:15,売り注文,108.761,1,108.761,108.743,108.774
2021/04/10/ 12:04:04,2021-03-25 02:30,売り注文,108.758,1,108.808,108.79,108.82100000000001
2021/04/10/ 12:04:04,2021-03-25 02:45,買い注文,108.799,1,108.81299999999999,108.83099999999999,108.79999999999998
2021/04/10/ 12:04:04,2021-03-25 03:00,売り注文,108.792,1,108.78099999999999,108.76299999999999,108.794
2021/04/10/ 12:04:04,2021-03-25 03:15,売り注文,108.773,1,108.783,108.765,108.796
2021/04/10/ 12:04:04,2021-03-25 03:30,売り注文,108.766,1,108.785,108.767,108.798
2021/04/10/ 12:04:05,2021-03-25 03:45,買い注文,108.773,1,108.745,108.763,108.732
2021/04/10/ 12:04:05,2021-03-25 04:00,売り注文,108.755,1,108.741,108.723,108.754
2021/04/10/ 12:04:05,2021-03-25 04:15,売り注文,108.74,1,108.723,108.705,108.736
2021/04/10/ 12:04:05,2021-03-25 04:30,売り注文,108.666,1,108.697,108.679,108.71000000000001
2021/04/10/ 12:04:05,2021-03-25 04:45,買い注文,108.753,1,108.71,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:04:05,2021-03-25 05:00,売り注文,108.746,1,108.703,108.685,108.71600000000001
2021/04/10/ 12:04:05,2021-03-25 05:15,売り注文,108.71,1,108.681,108.663,108.694
2021/04/10/ 12:04:06,2021-03-25 05:30,売り注文,108.63,1,108.683,motikosi,108.69600000000001
2021/04/10/ 12:04:06,2021-03-25 05:45,買い注文,108.763,0,108.68799999999999,108.70599999999999,108.67499999999998
2021/04/10/ 12:04:06,2021-03-25 06:00,注文無し,108.749,0,108.68799999999999,108.70599999999999,108.67499999999998
2021/04/10/ 12:04:06,2021-03-25 06:15,注文無し,108.728,0,108.68799999999999,108.70599999999999,108.67499999999998
2021/04/10/ 12:04:06,2021-03-25 06:30,売り注文,108.709,0,108.738,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:04:06,2021-03-25 06:45,買い注文,108.768,0,108.741,108.759,108.728
2021/04/10/ 12:04:06,2021-03-25 07:00,売り注文,108.767,0,108.753,108.735,108.766
2021/04/10/ 12:04:07,2021-03-25 07:15,注文無し,108.757,0,108.753,108.735,108.766
2021/04/10/ 12:04:07,2021-03-25 07:30,注文無し,108.722,0,108.753,108.735,108.766
2021/04/10/ 12:04:07,2021-03-25 07:45,買い注文,108.776,0,108.736,108.754,108.723
2021/04/10/ 12:04:07,2021-03-25 08:00,売り注文,108.771,0,108.74499999999999,motikosi,108.758
2021/04/10/ 12:04:07,2021-03-25 08:15,売り注文,108.745,0,108.74,108.722,108.753
2021/04/10/ 12:04:07,2021-03-25 08:30,売り注文,108.674,0,108.747,motikosi,108.76
2021/04/10/ 12:04:07,2021-03-25 08:45,買い注文,108.779,1,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 09:00,注文無し,108.774,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 09:15,注文無し,108.748,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 09:30,注文無し,108.729,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 09:45,注文無し,108.8,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 10:00,注文無し,108.836,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:08,2021-03-25 10:15,注文無し,108.82,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:09,2021-03-25 10:30,注文無し,108.831,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:09,2021-03-25 10:45,注文無し,108.898,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:04:09,2021-03-25 11:00,注文無し,108.921,0,108.75200000000001,108.77000000000001,108.739
2021/04/10/ 12:05:16,2021-03-16 11:30,注文無し,109.172,1,0,0,0
2021/04/10/ 12:05:17,2021-03-16 11:45,買い注文,109.181,1,109.185,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:17,2021-03-16 12:00,注文無し,109.179,1,109.185,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:17,2021-03-16 12:15,注文無し,109.18,0,109.185,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:17,2021-03-16 12:30,買い注文,109.191,1,109.21499999999999,motikosi,109.323
2021/04/10/ 12:05:17,2021-03-16 12:45,注文無し,109.198,1,109.21499999999999,motikosi,109.323
2021/04/10/ 12:05:17,2021-03-16 13:00,売り注文,109.166,1,109.158,motikosi,109.266
2021/04/10/ 12:05:17,2021-03-16 13:15,売り注文,109.145,1,109.153,motikosi,109.26100000000001
2021/04/10/ 12:05:17,2021-03-16 13:30,買い注文,109.151,1,109.162,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:18,2021-03-16 13:45,売り注文,109.14,1,109.14099999999999,motikosi,109.249
2021/04/10/ 12:05:18,2021-03-16 14:00,売り注文,109.134,1,109.151,motikosi,109.259
2021/04/10/ 12:05:18,2021-03-16 14:15,買い注文,109.142,0,109.167,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:18,2021-03-16 14:30,買い注文,109.156,0,109.175,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:18,2021-03-16 14:45,買い注文,109.166,0,109.186,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:05:18,2021-03-16 15:00,注文無し,109.166,0,109.177,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:18,2021-03-16 15:15,注文無し,109.162,0,109.177,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:18,2021-03-16 15:30,注文無し,109.162,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:18,2021-03-16 15:45,注文無し,109.165,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 16:00,注文無し,109.154,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 16:15,注文無し,109.134,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 16:30,注文無し,109.143,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 16:45,注文無し,109.167,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 17:00,注文無し,109.183,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 17:15,注文無し,109.203,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 17:30,注文無し,109.23,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:19,2021-03-16 17:45,注文無し,109.238,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 18:00,注文無し,109.203,0,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 18:15,注文無し,109.208,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 18:30,注文無し,109.219,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 18:45,注文無し,109.209,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 19:00,注文無し,109.191,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 19:15,注文無し,109.174,1,109.175,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:05:20,2021-03-16 19:30,買い注文,109.176,1,109.196,109.233,109.088
2021/04/10/ 12:05:20,2021-03-16 19:45,注文無し,109.197,1,109.196,109.233,109.088
2021/04/10/ 12:05:20,2021-03-16 20:00,売り注文,109.184,1,109.188,109.151,109.296
